Dataset = igb-small, batch_size = 16384
Layer_1 139397 | Layer_2 500857 | Layer_3 843109
Epoch 00000 | Loss 1.4921 | Accuracy 0.6781 | Time : 4.6577 | Loop_Time : 0.3053 | Model_Time : 4.3524 | x_y_time : 0.0007 | pred_time : 2.7892 | backward_time : 1.1420 | optim_time : 0.0234 
Epoch 00001 | Loss 0.9181 | Accuracy 0.7098 | Time : 3.7625 | Loop_Time : 0.2931 | Model_Time : 3.4693 | x_y_time : 0.0003 | pred_time : 1.9052 | backward_time : 1.1421 | optim_time : 0.0217 
Epoch 00002 | Loss 0.8297 | Accuracy 0.7200 | Time : 3.7682 | Loop_Time : 0.2935 | Model_Time : 3.4746 | x_y_time : 0.0003 | pred_time : 1.9097 | backward_time : 1.1424 | optim_time : 0.0223 
Epoch 00003 | Loss 0.7985 | Accuracy 0.7266 | Time : 3.7732 | Loop_Time : 0.2932 | Model_Time : 3.4799 | x_y_time : 0.0003 | pred_time : 1.9130 | backward_time : 1.1435 | optim_time : 0.0220 
Epoch 00004 | Loss 0.7799 | Accuracy 0.7305 | Time : 3.7797 | Loop_Time : 0.2936 | Model_Time : 3.4860 | x_y_time : 0.0003 | pred_time : 1.9147 | backward_time : 1.1462 | optim_time : 0.0213 
Epoch 00005 | Loss 0.7655 | Accuracy 0.7334 | Time : 3.7852 | Loop_Time : 0.2932 | Model_Time : 3.4919 | x_y_time : 0.0003 | pred_time : 1.9195 | backward_time : 1.1463 | optim_time : 0.0218 
Epoch 00006 | Loss 0.7560 | Accuracy 0.7351 | Time : 3.7895 | Loop_Time : 0.2930 | Model_Time : 3.4965 | x_y_time : 0.0003 | pred_time : 1.9216 | backward_time : 1.1482 | optim_time : 0.0219 
Epoch 00007 | Loss 0.7481 | Accuracy 0.7366 | Time : 3.7915 | Loop_Time : 0.2932 | Model_Time : 3.4982 | x_y_time : 0.0003 | pred_time : 1.9230 | backward_time : 1.1480 | optim_time : 0.0222 
Epoch 00008 | Loss 0.7421 | Accuracy 0.7370 | Time : 3.7998 | Loop_Time : 0.2928 | Model_Time : 3.5070 | x_y_time : 0.0003 | pred_time : 1.9282 | backward_time : 1.1500 | optim_time : 0.0221 
Epoch 00009 | Loss 0.7372 | Accuracy 0.7390 | Time : 3.8040 | Loop_Time : 0.2934 | Model_Time : 3.5105 | x_y_time : 0.0003 | pred_time : 1.9289 | backward_time : 1.1510 | optim_time : 0.0219 
Epoch 00010 | Loss 0.7328 | Accuracy 0.7397 | Time : 3.7967 | Loop_Time : 0.2922 | Model_Time : 3.5044 | x_y_time : 0.0004 | pred_time : 1.9277 | backward_time : 1.1482 | optim_time : 0.0213 
Epoch 00011 | Loss 0.7295 | Accuracy 0.7398 | Time : 3.8056 | Loop_Time : 0.2925 | Model_Time : 3.5131 | x_y_time : 0.0003 | pred_time : 1.9330 | backward_time : 1.1492 | optim_time : 0.0215 
Epoch 00012 | Loss 0.7274 | Accuracy 0.7403 | Time : 3.8049 | Loop_Time : 0.2922 | Model_Time : 3.5126 | x_y_time : 0.0003 | pred_time : 1.9315 | backward_time : 1.1516 | optim_time : 0.0223 
Epoch 00013 | Loss 0.7252 | Accuracy 0.7408 | Time : 3.8124 | Loop_Time : 0.2928 | Model_Time : 3.5195 | x_y_time : 0.0003 | pred_time : 1.9354 | backward_time : 1.1517 | optim_time : 0.0221 
Epoch 00014 | Loss 0.7230 | Accuracy 0.7406 | Time : 3.8141 | Loop_Time : 0.2924 | Model_Time : 3.5216 | x_y_time : 0.0003 | pred_time : 1.9365 | backward_time : 1.1523 | optim_time : 0.0222 
Epoch 00015 | Loss 0.7208 | Accuracy 0.7416 | Time : 3.8169 | Loop_Time : 0.2937 | Model_Time : 3.5231 | x_y_time : 0.0003 | pred_time : 1.9372 | backward_time : 1.1533 | optim_time : 0.0217 
Epoch 00016 | Loss 0.7202 | Accuracy 0.7423 | Time : 3.8147 | Loop_Time : 0.2930 | Model_Time : 3.5216 | x_y_time : 0.0003 | pred_time : 1.9369 | backward_time : 1.1526 | optim_time : 0.0218 
Epoch 00017 | Loss 0.7186 | Accuracy 0.7415 | Time : 3.8209 | Loop_Time : 0.2935 | Model_Time : 3.5273 | x_y_time : 0.0003 | pred_time : 1.9400 | backward_time : 1.1526 | optim_time : 0.0225 
Epoch 00018 | Loss 0.7176 | Accuracy 0.7422 | Time : 3.8238 | Loop_Time : 0.2928 | Model_Time : 3.5309 | x_y_time : 0.0003 | pred_time : 1.9426 | backward_time : 1.1525 | optim_time : 0.0216 
Epoch 00019 | Loss 0.7153 | Accuracy 0.7421 | Time : 3.8245 | Loop_Time : 0.2934 | Model_Time : 3.5311 | x_y_time : 0.0003 | pred_time : 1.9417 | backward_time : 1.1533 | optim_time : 0.0222 
Epoch 00020 | Loss 0.7156 | Accuracy 0.7425 | Time : 3.8289 | Loop_Time : 0.2934 | Model_Time : 3.5354 | x_y_time : 0.0003 | pred_time : 1.9436 | backward_time : 1.1540 | optim_time : 0.0220 
Epoch 00021 | Loss 0.7148 | Accuracy 0.7427 | Time : 3.8345 | Loop_Time : 0.2938 | Model_Time : 3.5406 | x_y_time : 0.0003 | pred_time : 1.9487 | backward_time : 1.1541 | optim_time : 0.0231 
Epoch 00022 | Loss 0.7134 | Accuracy 0.7421 | Time : 3.8306 | Loop_Time : 0.2931 | Model_Time : 3.5374 | x_y_time : 0.0003 | pred_time : 1.9449 | backward_time : 1.1544 | optim_time : 0.0220 
Epoch 00023 | Loss 0.7132 | Accuracy 0.7427 | Time : 3.8352 | Loop_Time : 0.2929 | Model_Time : 3.5422 | x_y_time : 0.0003 | pred_time : 1.9468 | backward_time : 1.1555 | optim_time : 0.0220 
Epoch 00024 | Loss 0.7131 | Accuracy 0.7426 | Time : 3.8337 | Loop_Time : 0.2930 | Model_Time : 3.5406 | x_y_time : 0.0003 | pred_time : 1.9472 | backward_time : 1.1543 | optim_time : 0.0218 
Epoch 00025 | Loss 0.7120 | Accuracy 0.7429 | Time : 3.8337 | Loop_Time : 0.2961 | Model_Time : 3.5374 | x_y_time : 0.0003 | pred_time : 1.9437 | backward_time : 1.1549 | optim_time : 0.0218 
Epoch 00026 | Loss 0.7112 | Accuracy 0.7435 | Time : 3.8334 | Loop_Time : 0.2933 | Model_Time : 3.5401 | x_y_time : 0.0004 | pred_time : 1.9447 | backward_time : 1.1559 | optim_time : 0.0219 
Epoch 00027 | Loss 0.7105 | Accuracy 0.7435 | Time : 3.8427 | Loop_Time : 0.2935 | Model_Time : 3.5491 | x_y_time : 0.0003 | pred_time : 1.9511 | backward_time : 1.1573 | optim_time : 0.0219 
Epoch 00028 | Loss 0.7096 | Accuracy 0.7428 | Time : 3.8393 | Loop_Time : 0.2952 | Model_Time : 3.5441 | x_y_time : 0.0004 | pred_time : 1.9470 | backward_time : 1.1577 | optim_time : 0.0224 
Epoch 00029 | Loss 0.7101 | Accuracy 0.7421 | Time : 3.8363 | Loop_Time : 0.2928 | Model_Time : 3.5434 | x_y_time : 0.0003 | pred_time : 1.9454 | backward_time : 1.1587 | optim_time : 0.0225 
Epoch 00030 | Loss 0.7095 | Accuracy 0.7427 | Time : 3.8359 | Loop_Time : 0.2937 | Model_Time : 3.5421 | x_y_time : 0.0003 | pred_time : 1.9454 | backward_time : 1.1557 | optim_time : 0.0217 
Epoch 00031 | Loss 0.7103 | Accuracy 0.7436 | Time : 3.8361 | Loop_Time : 0.2925 | Model_Time : 3.5436 | x_y_time : 0.0003 | pred_time : 1.9477 | backward_time : 1.1573 | optim_time : 0.0224 
Epoch 00032 | Loss 0.7083 | Accuracy 0.7437 | Time : 3.8348 | Loop_Time : 0.2935 | Model_Time : 3.5413 | x_y_time : 0.0003 | pred_time : 1.9448 | backward_time : 1.1582 | optim_time : 0.0220 
Epoch 00033 | Loss 0.7090 | Accuracy 0.7436 | Time : 3.8325 | Loop_Time : 0.2933 | Model_Time : 3.5391 | x_y_time : 0.0003 | pred_time : 1.9454 | backward_time : 1.1540 | optim_time : 0.0222 
Epoch 00034 | Loss 0.7069 | Accuracy 0.7432 | Time : 3.8410 | Loop_Time : 0.2927 | Model_Time : 3.5482 | x_y_time : 0.0003 | pred_time : 1.9495 | backward_time : 1.1587 | optim_time : 0.0221 
Epoch 00035 | Loss 0.7066 | Accuracy 0.7436 | Time : 3.8351 | Loop_Time : 0.2929 | Model_Time : 3.5421 | x_y_time : 0.0003 | pred_time : 1.9450 | backward_time : 1.1580 | optim_time : 0.0214 
Epoch 00036 | Loss 0.7071 | Accuracy 0.7437 | Time : 3.8298 | Loop_Time : 0.2925 | Model_Time : 3.5372 | x_y_time : 0.0003 | pred_time : 1.9425 | backward_time : 1.1577 | optim_time : 0.0227 
Epoch 00037 | Loss 0.7069 | Accuracy 0.7437 | Time : 3.8308 | Loop_Time : 0.2923 | Model_Time : 3.5384 | x_y_time : 0.0003 | pred_time : 1.9425 | backward_time : 1.1577 | optim_time : 0.0224 
Epoch 00038 | Loss 0.7061 | Accuracy 0.7443 | Time : 3.8326 | Loop_Time : 0.2929 | Model_Time : 3.5396 | x_y_time : 0.0003 | pred_time : 1.9438 | backward_time : 1.1575 | optim_time : 0.0222 
Epoch 00039 | Loss 0.7067 | Accuracy 0.7441 | Time : 3.8348 | Loop_Time : 0.2928 | Model_Time : 3.5420 | x_y_time : 0.0003 | pred_time : 1.9468 | backward_time : 1.1584 | optim_time : 0.0227 
Epoch 00040 | Loss 0.7058 | Accuracy 0.7437 | Time : 3.8313 | Loop_Time : 0.2925 | Model_Time : 3.5387 | x_y_time : 0.0003 | pred_time : 1.9460 | backward_time : 1.1562 | optim_time : 0.0220 
Epoch 00041 | Loss 0.7054 | Accuracy 0.7436 | Time : 3.8338 | Loop_Time : 0.2934 | Model_Time : 3.5403 | x_y_time : 0.0003 | pred_time : 1.9456 | backward_time : 1.1590 | optim_time : 0.0224 
Epoch 00042 | Loss 0.7049 | Accuracy 0.7439 | Time : 3.8337 | Loop_Time : 0.2946 | Model_Time : 3.5391 | x_y_time : 0.0003 | pred_time : 1.9453 | backward_time : 1.1567 | optim_time : 0.0231 
Epoch 00043 | Loss 0.7050 | Accuracy 0.7438 | Time : 3.8327 | Loop_Time : 0.2937 | Model_Time : 3.5389 | x_y_time : 0.0003 | pred_time : 1.9443 | backward_time : 1.1578 | optim_time : 0.0231 
Epoch 00044 | Loss 0.7062 | Accuracy 0.7432 | Time : 3.8248 | Loop_Time : 0.2932 | Model_Time : 3.5314 | x_y_time : 0.0003 | pred_time : 1.9427 | backward_time : 1.1529 | optim_time : 0.0230 
Epoch 00045 | Loss 0.7048 | Accuracy 0.7443 | Time : 3.8272 | Loop_Time : 0.2932 | Model_Time : 3.5340 | x_y_time : 0.0003 | pred_time : 1.9428 | backward_time : 1.1545 | optim_time : 0.0218 
Epoch 00046 | Loss 0.7045 | Accuracy 0.7433 | Time : 3.8267 | Loop_Time : 0.2938 | Model_Time : 3.5328 | x_y_time : 0.0003 | pred_time : 1.9435 | backward_time : 1.1537 | optim_time : 0.0217 
