Dataset = ogbn-arxiv, batch_size = 16384
Layer_1 83492 | Layer_2 129251 | Layer_3 141426
Epoch 00000 | Loss 3.8040 | Accuracy 0.1093 | Time : 0.9768 | Loop_Time : 0.0235 | Model_Time : 0.9533 | x_y_time : 0.0001 | pred_time : 0.9181 | backward_time : 0.0256 | optim_time : 0.0043 
Epoch 00001 | Loss 3.2145 | Accuracy 0.2459 | Time : 0.0794 | Loop_Time : 0.0172 | Model_Time : 0.0621 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0233 | optim_time : 0.0031 
Epoch 00002 | Loss 2.9799 | Accuracy 0.2626 | Time : 0.0824 | Loop_Time : 0.0172 | Model_Time : 0.0652 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0271 | optim_time : 0.0034 
Epoch 00003 | Loss 2.8230 | Accuracy 0.2735 | Time : 0.0831 | Loop_Time : 0.0173 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0037 
Epoch 00004 | Loss 2.6794 | Accuracy 0.3045 | Time : 0.0831 | Loop_Time : 0.0172 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0034 
Epoch 00005 | Loss 2.5516 | Accuracy 0.3509 | Time : 0.0828 | Loop_Time : 0.0170 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0034 
Epoch 00006 | Loss 2.4530 | Accuracy 0.3812 | Time : 0.0828 | Loop_Time : 0.0170 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0035 
Epoch 00007 | Loss 2.3520 | Accuracy 0.4062 | Time : 0.0827 | Loop_Time : 0.0169 | Model_Time : 0.0657 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0034 
Epoch 00008 | Loss 2.2730 | Accuracy 0.4310 | Time : 0.0828 | Loop_Time : 0.0170 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0031 
Epoch 00009 | Loss 2.1935 | Accuracy 0.4440 | Time : 0.0828 | Loop_Time : 0.0169 | Model_Time : 0.0659 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0280 | optim_time : 0.0033 
Epoch 00010 | Loss 2.1282 | Accuracy 0.4632 | Time : 0.0831 | Loop_Time : 0.0170 | Model_Time : 0.0660 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0280 | optim_time : 0.0030 
Epoch 00011 | Loss 2.0654 | Accuracy 0.4756 | Time : 0.0828 | Loop_Time : 0.0169 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0279 | optim_time : 0.0032 
Epoch 00012 | Loss 2.0116 | Accuracy 0.4917 | Time : 0.0830 | Loop_Time : 0.0171 | Model_Time : 0.0659 | x_y_time : 0.0001 | pred_time : 0.0298 | backward_time : 0.0278 | optim_time : 0.0031 
Epoch 00013 | Loss 1.9573 | Accuracy 0.5017 | Time : 0.0828 | Loop_Time : 0.0170 | Model_Time : 0.0657 | x_y_time : 0.0001 | pred_time : 0.0296 | backward_time : 0.0279 | optim_time : 0.0035 
Epoch 00014 | Loss 1.9100 | Accuracy 0.5101 | Time : 0.0827 | Loop_Time : 0.0168 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0037 
Epoch 00015 | Loss 1.8669 | Accuracy 0.5191 | Time : 0.0828 | Loop_Time : 0.0170 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0031 
Epoch 00016 | Loss 1.8309 | Accuracy 0.5258 | Time : 0.0828 | Loop_Time : 0.0169 | Model_Time : 0.0659 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0279 | optim_time : 0.0034 
Epoch 00017 | Loss 1.7940 | Accuracy 0.5310 | Time : 0.0828 | Loop_Time : 0.0169 | Model_Time : 0.0659 | x_y_time : 0.0001 | pred_time : 0.0298 | backward_time : 0.0279 | optim_time : 0.0033 
Epoch 00018 | Loss 1.7648 | Accuracy 0.5370 | Time : 0.0827 | Loop_Time : 0.0167 | Model_Time : 0.0660 | x_y_time : 0.0001 | pred_time : 0.0298 | backward_time : 0.0279 | optim_time : 0.0030 
Epoch 00019 | Loss 1.7341 | Accuracy 0.5414 | Time : 0.0826 | Loop_Time : 0.0167 | Model_Time : 0.0659 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0279 | optim_time : 0.0034 
Epoch 00020 | Loss 1.7057 | Accuracy 0.5463 | Time : 0.0826 | Loop_Time : 0.0167 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0278 | optim_time : 0.0031 
Epoch 00021 | Loss 1.6837 | Accuracy 0.5496 | Time : 0.0828 | Loop_Time : 0.0170 | Model_Time : 0.0657 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0277 | optim_time : 0.0034 
Epoch 00022 | Loss 1.6630 | Accuracy 0.5537 | Time : 0.0827 | Loop_Time : 0.0169 | Model_Time : 0.0658 | x_y_time : 0.0001 | pred_time : 0.0297 | backward_time : 0.0279 | optim_time : 0.0031 
