Dataset = ogbn-arxiv, batch_size = 4096
Layer_1 18381 | Layer_2 41214 | Layer_3 58195
Epoch 00000 | Loss 3.1891 | Accuracy 0.2395 | Time : 1.0967 | Loop_Time : 0.0653 | Model_Time : 1.0314 | x_y_time : 0.0004 | pred_time : 0.9488 | backward_time : 0.0654 | optim_time : 0.0143 
Epoch 00001 | Loss 2.5413 | Accuracy 0.3918 | Time : 0.2187 | Loop_Time : 0.0614 | Model_Time : 0.1572 | x_y_time : 0.0002 | pred_time : 0.0610 | backward_time : 0.0805 | optim_time : 0.0137 
Epoch 00002 | Loss 2.2390 | Accuracy 0.4593 | Time : 0.2202 | Loop_Time : 0.0615 | Model_Time : 0.1586 | x_y_time : 0.0002 | pred_time : 0.0610 | backward_time : 0.0807 | optim_time : 0.0150 
Epoch 00003 | Loss 2.0275 | Accuracy 0.5001 | Time : 0.2217 | Loop_Time : 0.0625 | Model_Time : 0.1591 | x_y_time : 0.0002 | pred_time : 0.0617 | backward_time : 0.0806 | optim_time : 0.0148 
Epoch 00004 | Loss 1.8741 | Accuracy 0.5209 | Time : 0.2213 | Loop_Time : 0.0624 | Model_Time : 0.1589 | x_y_time : 0.0002 | pred_time : 0.0616 | backward_time : 0.0809 | optim_time : 0.0143 
Epoch 00005 | Loss 1.7609 | Accuracy 0.5422 | Time : 0.2218 | Loop_Time : 0.0628 | Model_Time : 0.1589 | x_y_time : 0.0002 | pred_time : 0.0617 | backward_time : 0.0806 | optim_time : 0.0147 
Epoch 00006 | Loss 1.6870 | Accuracy 0.5534 | Time : 0.2214 | Loop_Time : 0.0625 | Model_Time : 0.1589 | x_y_time : 0.0002 | pred_time : 0.0617 | backward_time : 0.0809 | optim_time : 0.0142 
Epoch 00007 | Loss 1.6263 | Accuracy 0.5583 | Time : 0.2215 | Loop_Time : 0.0622 | Model_Time : 0.1592 | x_y_time : 0.0002 | pred_time : 0.0614 | backward_time : 0.0809 | optim_time : 0.0148 
Epoch 00008 | Loss 1.5824 | Accuracy 0.5656 | Time : 0.2222 | Loop_Time : 0.0621 | Model_Time : 0.1601 | x_y_time : 0.0002 | pred_time : 0.0618 | backward_time : 0.0813 | optim_time : 0.0150 
Epoch 00009 | Loss 1.5423 | Accuracy 0.5678 | Time : 0.2213 | Loop_Time : 0.0624 | Model_Time : 0.1588 | x_y_time : 0.0002 | pred_time : 0.0617 | backward_time : 0.0807 | optim_time : 0.0144 
Epoch 00010 | Loss 1.5090 | Accuracy 0.5719 | Time : 0.2216 | Loop_Time : 0.0626 | Model_Time : 0.1589 | x_y_time : 0.0002 | pred_time : 0.0616 | backward_time : 0.0805 | optim_time : 0.0147 
Epoch 00011 | Loss 1.4911 | Accuracy 0.5791 | Time : 0.2209 | Loop_Time : 0.0620 | Model_Time : 0.1588 | x_y_time : 0.0002 | pred_time : 0.0615 | backward_time : 0.0810 | optim_time : 0.0144 
Epoch 00012 | Loss 1.4639 | Accuracy 0.5801 | Time : 0.2214 | Loop_Time : 0.0625 | Model_Time : 0.1589 | x_y_time : 0.0002 | pred_time : 0.0620 | backward_time : 0.0806 | optim_time : 0.0143 
Epoch 00013 | Loss 1.4451 | Accuracy 0.5812 | Time : 0.2210 | Loop_Time : 0.0624 | Model_Time : 0.1585 | x_y_time : 0.0002 | pred_time : 0.0613 | backward_time : 0.0808 | optim_time : 0.0144 
Epoch 00014 | Loss 1.4241 | Accuracy 0.5836 | Time : 0.2199 | Loop_Time : 0.0619 | Model_Time : 0.1579 | x_y_time : 0.0002 | pred_time : 0.0613 | backward_time : 0.0807 | optim_time : 0.0140 
Epoch 00015 | Loss 1.4136 | Accuracy 0.5896 | Time : 0.2199 | Loop_Time : 0.0617 | Model_Time : 0.1581 | x_y_time : 0.0002 | pred_time : 0.0612 | backward_time : 0.0806 | optim_time : 0.0142 
Epoch 00016 | Loss 1.3982 | Accuracy 0.5894 | Time : 0.2209 | Loop_Time : 0.0618 | Model_Time : 0.1590 | x_y_time : 0.0002 | pred_time : 0.0613 | backward_time : 0.0809 | optim_time : 0.0147 
Epoch 00017 | Loss 1.3852 | Accuracy 0.5872 | Time : 0.2207 | Loop_Time : 0.0619 | Model_Time : 0.1587 | x_y_time : 0.0002 | pred_time : 0.0612 | backward_time : 0.0807 | optim_time : 0.0148 
Epoch 00018 | Loss 1.3731 | Accuracy 0.5903 | Time : 0.2201 | Loop_Time : 0.0618 | Model_Time : 0.1582 | x_y_time : 0.0002 | pred_time : 0.0614 | backward_time : 0.0807 | optim_time : 0.0141 
Epoch 00019 | Loss 1.3632 | Accuracy 0.5906 | Time : 0.2200 | Loop_Time : 0.0616 | Model_Time : 0.1584 | x_y_time : 0.0002 | pred_time : 0.0613 | backward_time : 0.0807 | optim_time : 0.0143 
Epoch 00020 | Loss 1.3520 | Accuracy 0.5912 | Time : 0.2191 | Loop_Time : 0.0614 | Model_Time : 0.1576 | x_y_time : 0.0002 | pred_time : 0.0611 | backward_time : 0.0805 | optim_time : 0.0139 
Epoch 00021 | Loss 1.3453 | Accuracy 0.5923 | Time : 0.2191 | Loop_Time : 0.0615 | Model_Time : 0.1576 | x_y_time : 0.0002 | pred_time : 0.0611 | backward_time : 0.0807 | optim_time : 0.0138 
Epoch 00022 | Loss 1.3343 | Accuracy 0.5940 | Time : 0.2194 | Loop_Time : 0.0615 | Model_Time : 0.1578 | x_y_time : 0.0002 | pred_time : 0.0612 | backward_time : 0.0807 | optim_time : 0.0140 
