Dataset = ogbn-products, batch_size = 32768
Layer_1 90360 | Layer_2 131706 | Layer_3 169576
Epoch 00000 | Loss 5.6772 | Accuracy 0.3385 | Time : 1.0726 | Loop_Time : 0.0791 | Model_Time : 0.9934 | x_y_time : 0.0001 | pred_time : 0.9395 | backward_time : 0.0414 | optim_time : 0.0048 
Epoch 00001 | Loss 3.2981 | Accuracy 0.5607 | Time : 0.1258 | Loop_Time : 0.0261 | Model_Time : 0.0996 | x_y_time : 0.0001 | pred_time : 0.0463 | backward_time : 0.0419 | optim_time : 0.0040 
Epoch 00002 | Loss 2.4621 | Accuracy 0.6118 | Time : 0.1263 | Loop_Time : 0.0256 | Model_Time : 0.1007 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0440 | optim_time : 0.0039 
Epoch 00003 | Loss 1.9930 | Accuracy 0.6720 | Time : 0.1258 | Loop_Time : 0.0257 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0044 
Epoch 00004 | Loss 1.6716 | Accuracy 0.7114 | Time : 0.1254 | Loop_Time : 0.0253 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0040 
Epoch 00005 | Loss 1.4803 | Accuracy 0.7332 | Time : 0.1253 | Loop_Time : 0.0253 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0043 
Epoch 00006 | Loss 1.3437 | Accuracy 0.7573 | Time : 0.1254 | Loop_Time : 0.0252 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0042 
Epoch 00007 | Loss 1.2211 | Accuracy 0.7773 | Time : 0.1254 | Loop_Time : 0.0251 | Model_Time : 0.1003 | x_y_time : 0.0001 | pred_time : 0.0463 | backward_time : 0.0434 | optim_time : 0.0045 
Epoch 00008 | Loss 1.1297 | Accuracy 0.7908 | Time : 0.1253 | Loop_Time : 0.0252 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0043 
Epoch 00009 | Loss 1.0498 | Accuracy 0.8020 | Time : 0.1252 | Loop_Time : 0.0250 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0041 
Epoch 00010 | Loss 0.9962 | Accuracy 0.8120 | Time : 0.1252 | Loop_Time : 0.0251 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0042 
Epoch 00011 | Loss 0.9419 | Accuracy 0.8180 | Time : 0.1252 | Loop_Time : 0.0250 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0042 
Epoch 00012 | Loss 0.9008 | Accuracy 0.8214 | Time : 0.1251 | Loop_Time : 0.0249 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0043 
Epoch 00013 | Loss 0.8595 | Accuracy 0.8257 | Time : 0.1253 | Loop_Time : 0.0251 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0042 
Epoch 00014 | Loss 0.8341 | Accuracy 0.8295 | Time : 0.1265 | Loop_Time : 0.0253 | Model_Time : 0.1011 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0441 | optim_time : 0.0039 
Epoch 00015 | Loss 0.7946 | Accuracy 0.8328 | Time : 0.1253 | Loop_Time : 0.0253 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0042 
Epoch 00016 | Loss 0.7779 | Accuracy 0.8358 | Time : 0.1252 | Loop_Time : 0.0251 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00017 | Loss 0.7506 | Accuracy 0.8395 | Time : 0.1251 | Loop_Time : 0.0250 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0041 
Epoch 00018 | Loss 0.7384 | Accuracy 0.8425 | Time : 0.1250 | Loop_Time : 0.0249 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0044 
Epoch 00019 | Loss 0.7037 | Accuracy 0.8446 | Time : 0.1252 | Loop_Time : 0.0251 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0047 
Epoch 00020 | Loss 0.6958 | Accuracy 0.8473 | Time : 0.1256 | Loop_Time : 0.0256 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0043 
Epoch 00021 | Loss 0.6830 | Accuracy 0.8497 | Time : 0.1253 | Loop_Time : 0.0252 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0043 
Epoch 00022 | Loss 0.6588 | Accuracy 0.8515 | Time : 0.1250 | Loop_Time : 0.0249 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00023 | Loss 0.6496 | Accuracy 0.8533 | Time : 0.1253 | Loop_Time : 0.0252 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0044 
Epoch 00024 | Loss 0.6408 | Accuracy 0.8544 | Time : 0.1250 | Loop_Time : 0.0248 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00025 | Loss 0.6328 | Accuracy 0.8558 | Time : 0.1250 | Loop_Time : 0.0248 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00026 | Loss 0.6144 | Accuracy 0.8574 | Time : 0.1253 | Loop_Time : 0.0250 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0463 | backward_time : 0.0433 | optim_time : 0.0041 
Epoch 00027 | Loss 0.6026 | Accuracy 0.8584 | Time : 0.1253 | Loop_Time : 0.0253 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0041 
Epoch 00028 | Loss 0.5948 | Accuracy 0.8597 | Time : 0.1254 | Loop_Time : 0.0253 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0039 
Epoch 00029 | Loss 0.5933 | Accuracy 0.8611 | Time : 0.1257 | Loop_Time : 0.0255 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0463 | backward_time : 0.0433 | optim_time : 0.0046 
Epoch 00030 | Loss 0.5774 | Accuracy 0.8619 | Time : 0.1256 | Loop_Time : 0.0253 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0435 | optim_time : 0.0039 
Epoch 00031 | Loss 0.5672 | Accuracy 0.8622 | Time : 0.1249 | Loop_Time : 0.0249 | Model_Time : 0.0999 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0043 
Epoch 00032 | Loss 0.5620 | Accuracy 0.8636 | Time : 0.1254 | Loop_Time : 0.0252 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0042 
Epoch 00033 | Loss 0.5534 | Accuracy 0.8642 | Time : 0.1253 | Loop_Time : 0.0252 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0042 
Epoch 00034 | Loss 0.5474 | Accuracy 0.8650 | Time : 0.1254 | Loop_Time : 0.0253 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00035 | Loss 0.5473 | Accuracy 0.8665 | Time : 0.1249 | Loop_Time : 0.0249 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0432 | optim_time : 0.0040 
Epoch 00036 | Loss 0.5413 | Accuracy 0.8673 | Time : 0.1255 | Loop_Time : 0.0252 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0433 | optim_time : 0.0042 
Epoch 00037 | Loss 0.5281 | Accuracy 0.8679 | Time : 0.1252 | Loop_Time : 0.0251 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0043 
Epoch 00038 | Loss 0.5276 | Accuracy 0.8677 | Time : 0.1254 | Loop_Time : 0.0251 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0435 | optim_time : 0.0040 
Epoch 00039 | Loss 0.5222 | Accuracy 0.8692 | Time : 0.1253 | Loop_Time : 0.0252 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00040 | Loss 0.5181 | Accuracy 0.8700 | Time : 0.1256 | Loop_Time : 0.0254 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0043 
Epoch 00041 | Loss 0.5113 | Accuracy 0.8701 | Time : 0.1250 | Loop_Time : 0.0249 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0039 
Epoch 00042 | Loss 0.5107 | Accuracy 0.8698 | Time : 0.1250 | Loop_Time : 0.0249 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00043 | Loss 0.5067 | Accuracy 0.8713 | Time : 0.1251 | Loop_Time : 0.0251 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0039 
Epoch 00044 | Loss 0.5023 | Accuracy 0.8719 | Time : 0.1250 | Loop_Time : 0.0249 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0041 
Epoch 00045 | Loss 0.4964 | Accuracy 0.8719 | Time : 0.1255 | Loop_Time : 0.0253 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0435 | optim_time : 0.0041 
Epoch 00046 | Loss 0.4913 | Accuracy 0.8724 | Time : 0.1253 | Loop_Time : 0.0252 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0038 
Epoch 00047 | Loss 0.4880 | Accuracy 0.8732 | Time : 0.1250 | Loop_Time : 0.0249 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0044 
Epoch 00048 | Loss 0.4836 | Accuracy 0.8731 | Time : 0.1251 | Loop_Time : 0.0249 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0040 
Epoch 00049 | Loss 0.4824 | Accuracy 0.8733 | Time : 0.1251 | Loop_Time : 0.0249 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0042 
Epoch 00050 | Loss 0.4766 | Accuracy 0.8737 | Time : 0.1250 | Loop_Time : 0.0249 | Model_Time : 0.1001 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0434 | optim_time : 0.0043 
Epoch 00051 | Loss 0.4775 | Accuracy 0.8738 | Time : 0.1253 | Loop_Time : 0.0250 | Model_Time : 0.1002 | x_y_time : 0.0001 | pred_time : 0.0462 | backward_time : 0.0434 | optim_time : 0.0039 
Epoch 00052 | Loss 0.4800 | Accuracy 0.8747 | Time : 0.1252 | Loop_Time : 0.0252 | Model_Time : 0.1000 | x_y_time : 0.0001 | pred_time : 0.0461 | backward_time : 0.0433 | optim_time : 0.0041 
Epoch 00053 | Loss 0.4649 | Accuracy 0.8747 | Time : 0.1250 | Loop_Time : 0.0250 | Model_Time : 0.0999 | x_y_time : 0.0001 | pred_time : 0.0460 | backward_time : 0.0433 | optim_time : 0.0042 
