Dataset = igb-small, batch_size = 8192
Layer_1 93546 | Layer_2 500626 | Layer_3 894989
Epoch 00000 | Loss 1.2005 | Accuracy 0.7095 | Time : 8.8346 | Loop_Time : 0.6534 | Model_Time : 8.1811 | x_y_time : 0.0014 | pred_time : 4.9290 | backward_time : 2.3403 | optim_time : 0.0475 
Epoch 00001 | Loss 0.8126 | Accuracy 0.7264 | Time : 7.9617 | Loop_Time : 0.6439 | Model_Time : 7.3177 | x_y_time : 0.0007 | pred_time : 4.0549 | backward_time : 2.3480 | optim_time : 0.0486 
Epoch 00002 | Loss 0.7728 | Accuracy 0.7331 | Time : 7.9883 | Loop_Time : 0.6405 | Model_Time : 7.3476 | x_y_time : 0.0007 | pred_time : 4.0724 | backward_time : 2.3526 | optim_time : 0.0456 
Epoch 00003 | Loss 0.7539 | Accuracy 0.7345 | Time : 8.0036 | Loop_Time : 0.6408 | Model_Time : 7.3627 | x_y_time : 0.0007 | pred_time : 4.0869 | backward_time : 2.3503 | optim_time : 0.0451 
Epoch 00004 | Loss 0.7431 | Accuracy 0.7383 | Time : 8.0109 | Loop_Time : 0.6404 | Model_Time : 7.3704 | x_y_time : 0.0007 | pred_time : 4.0915 | backward_time : 2.3516 | optim_time : 0.0450 
Epoch 00005 | Loss 0.7346 | Accuracy 0.7384 | Time : 8.0315 | Loop_Time : 0.6397 | Model_Time : 7.3917 | x_y_time : 0.0007 | pred_time : 4.1035 | backward_time : 2.3554 | optim_time : 0.0454 
Epoch 00006 | Loss 0.7291 | Accuracy 0.7399 | Time : 8.0529 | Loop_Time : 0.6394 | Model_Time : 7.4134 | x_y_time : 0.0007 | pred_time : 4.1160 | backward_time : 2.3587 | optim_time : 0.0442 
Epoch 00007 | Loss 0.7256 | Accuracy 0.7405 | Time : 8.0705 | Loop_Time : 0.6409 | Model_Time : 7.4295 | x_y_time : 0.0007 | pred_time : 4.1240 | backward_time : 2.3605 | optim_time : 0.0463 
Epoch 00008 | Loss 0.7228 | Accuracy 0.7402 | Time : 8.0906 | Loop_Time : 0.6422 | Model_Time : 7.4483 | x_y_time : 0.0007 | pred_time : 4.1310 | backward_time : 2.3633 | optim_time : 0.0459 
Epoch 00009 | Loss 0.7212 | Accuracy 0.7406 | Time : 8.0918 | Loop_Time : 0.6407 | Model_Time : 7.4509 | x_y_time : 0.0007 | pred_time : 4.1309 | backward_time : 2.3644 | optim_time : 0.0468 
Epoch 00010 | Loss 0.7192 | Accuracy 0.7418 | Time : 8.1054 | Loop_Time : 0.6412 | Model_Time : 7.4642 | x_y_time : 0.0007 | pred_time : 4.1387 | backward_time : 2.3646 | optim_time : 0.0460 
Epoch 00011 | Loss 0.7179 | Accuracy 0.7410 | Time : 8.1122 | Loop_Time : 0.6405 | Model_Time : 7.4716 | x_y_time : 0.0007 | pred_time : 4.1445 | backward_time : 2.3664 | optim_time : 0.0452 
Epoch 00012 | Loss 0.7167 | Accuracy 0.7417 | Time : 8.1194 | Loop_Time : 0.6406 | Model_Time : 7.4787 | x_y_time : 0.0007 | pred_time : 4.1430 | backward_time : 2.3670 | optim_time : 0.0450 
Epoch 00013 | Loss 0.7147 | Accuracy 0.7410 | Time : 8.1235 | Loop_Time : 0.6421 | Model_Time : 7.4813 | x_y_time : 0.0007 | pred_time : 4.1466 | backward_time : 2.3675 | optim_time : 0.0452 
Epoch 00014 | Loss 0.7142 | Accuracy 0.7428 | Time : 8.1141 | Loop_Time : 0.6395 | Model_Time : 7.4744 | x_y_time : 0.0007 | pred_time : 4.1458 | backward_time : 2.3652 | optim_time : 0.0459 
Epoch 00015 | Loss 0.7130 | Accuracy 0.7421 | Time : 8.1200 | Loop_Time : 0.6417 | Model_Time : 7.4782 | x_y_time : 0.0007 | pred_time : 4.1464 | backward_time : 2.3636 | optim_time : 0.0468 
Epoch 00016 | Loss 0.7127 | Accuracy 0.7422 | Time : 8.1236 | Loop_Time : 0.6431 | Model_Time : 7.4804 | x_y_time : 0.0007 | pred_time : 4.1483 | backward_time : 2.3658 | optim_time : 0.0467 
Epoch 00017 | Loss 0.7118 | Accuracy 0.7438 | Time : 8.0994 | Loop_Time : 0.6416 | Model_Time : 7.4577 | x_y_time : 0.0007 | pred_time : 4.1356 | backward_time : 2.3649 | optim_time : 0.0473 
Epoch 00018 | Loss 0.7111 | Accuracy 0.7425 | Time : 8.1036 | Loop_Time : 0.6416 | Model_Time : 7.4619 | x_y_time : 0.0007 | pred_time : 4.1364 | backward_time : 2.3665 | optim_time : 0.0474 
Epoch 00019 | Loss 0.7105 | Accuracy 0.7426 | Time : 8.1129 | Loop_Time : 0.6434 | Model_Time : 7.4694 | x_y_time : 0.0007 | pred_time : 4.1396 | backward_time : 2.3702 | optim_time : 0.0476 
Epoch 00020 | Loss 0.7107 | Accuracy 0.7425 | Time : 8.1121 | Loop_Time : 0.6418 | Model_Time : 7.4702 | x_y_time : 0.0007 | pred_time : 4.1405 | backward_time : 2.3693 | optim_time : 0.0466 
Epoch 00021 | Loss 0.7102 | Accuracy 0.7432 | Time : 8.1143 | Loop_Time : 0.6420 | Model_Time : 7.4722 | x_y_time : 0.0007 | pred_time : 4.1430 | backward_time : 2.3704 | optim_time : 0.0455 
Epoch 00022 | Loss 0.7084 | Accuracy 0.7438 | Time : 8.1045 | Loop_Time : 0.6423 | Model_Time : 7.4621 | x_y_time : 0.0007 | pred_time : 4.1387 | backward_time : 2.3650 | optim_time : 0.0446 
Epoch 00023 | Loss 0.7090 | Accuracy 0.7428 | Time : 8.0968 | Loop_Time : 0.6416 | Model_Time : 7.4551 | x_y_time : 0.0007 | pred_time : 4.1372 | backward_time : 2.3634 | optim_time : 0.0434 
Epoch 00024 | Loss 0.7089 | Accuracy 0.7413 | Time : 8.0931 | Loop_Time : 0.6426 | Model_Time : 7.4504 | x_y_time : 0.0007 | pred_time : 4.1334 | backward_time : 2.3626 | optim_time : 0.0445 
Epoch 00025 | Loss 0.7089 | Accuracy 0.7429 | Time : 8.0910 | Loop_Time : 0.6425 | Model_Time : 7.4485 | x_y_time : 0.0007 | pred_time : 4.1341 | backward_time : 2.3613 | optim_time : 0.0461 
Epoch 00026 | Loss 0.7073 | Accuracy 0.7420 | Time : 8.0900 | Loop_Time : 0.6414 | Model_Time : 7.4485 | x_y_time : 0.0007 | pred_time : 4.1308 | backward_time : 2.3620 | optim_time : 0.0460 
Epoch 00027 | Loss 0.7069 | Accuracy 0.7425 | Time : 8.0772 | Loop_Time : 0.6422 | Model_Time : 7.4349 | x_y_time : 0.0007 | pred_time : 4.1248 | backward_time : 2.3603 | optim_time : 0.0436 
Epoch 00028 | Loss 0.7071 | Accuracy 0.7421 | Time : 8.0883 | Loop_Time : 0.6429 | Model_Time : 7.4453 | x_y_time : 0.0007 | pred_time : 4.1320 | backward_time : 2.3619 | optim_time : 0.0443 
Epoch 00029 | Loss 0.7078 | Accuracy 0.7431 | Time : 8.1857 | Loop_Time : 0.7574 | Model_Time : 7.4282 | x_y_time : 0.0007 | pred_time : 4.1166 | backward_time : 2.3617 | optim_time : 0.0453 
Epoch 00030 | Loss 0.7065 | Accuracy 0.7413 | Time : 8.0831 | Loop_Time : 0.6416 | Model_Time : 7.4414 | x_y_time : 0.0007 | pred_time : 4.1312 | backward_time : 2.3617 | optim_time : 0.0460 
Epoch 00031 | Loss 0.7059 | Accuracy 0.7437 | Time : 8.0795 | Loop_Time : 0.6418 | Model_Time : 7.4376 | x_y_time : 0.0007 | pred_time : 4.1302 | backward_time : 2.3601 | optim_time : 0.0458 
Epoch 00032 | Loss 0.7067 | Accuracy 0.7437 | Time : 8.0806 | Loop_Time : 0.6422 | Model_Time : 7.4383 | x_y_time : 0.0007 | pred_time : 4.1276 | backward_time : 2.3630 | optim_time : 0.0434 
Epoch 00033 | Loss 0.7055 | Accuracy 0.7441 | Time : 8.0796 | Loop_Time : 0.6420 | Model_Time : 7.4376 | x_y_time : 0.0007 | pred_time : 4.1295 | backward_time : 2.3604 | optim_time : 0.0432 
Epoch 00034 | Loss 0.7065 | Accuracy 0.7432 | Time : 8.0783 | Loop_Time : 0.6426 | Model_Time : 7.4356 | x_y_time : 0.0007 | pred_time : 4.1295 | backward_time : 2.3608 | optim_time : 0.0440 
Epoch 00035 | Loss 0.7045 | Accuracy 0.7431 | Time : 8.0858 | Loop_Time : 0.6424 | Model_Time : 7.4432 | x_y_time : 0.0007 | pred_time : 4.1325 | backward_time : 2.3622 | optim_time : 0.0438 
Epoch 00036 | Loss 0.7047 | Accuracy 0.7433 | Time : 8.0861 | Loop_Time : 0.6428 | Model_Time : 7.4431 | x_y_time : 0.0007 | pred_time : 4.1300 | backward_time : 2.3633 | optim_time : 0.0438 
