Dataset = ogbn-arxiv, batch_size = 1024
Layer_1 5656 | Layer_2 17776 | Layer_3 33831
Epoch 00000 | Loss 2.6229 | Accuracy 0.4705 | Time : 1.7404 | Loop_Time : 0.2685 | Model_Time : 1.4718 | x_y_time : 0.0020 | pred_time : 1.1146 | backward_time : 0.2844 | optim_time : 0.0633 
Epoch 00001 | Loss 1.9036 | Accuracy 0.5278 | Time : 0.8704 | Loop_Time : 0.2693 | Model_Time : 0.6010 | x_y_time : 0.0010 | pred_time : 0.2234 | backward_time : 0.3074 | optim_time : 0.0619 
Epoch 00002 | Loss 1.6747 | Accuracy 0.5554 | Time : 0.8837 | Loop_Time : 0.2733 | Model_Time : 0.6103 | x_y_time : 0.0011 | pred_time : 0.2255 | backward_time : 0.3107 | optim_time : 0.0657 
Epoch 00003 | Loss 1.5673 | Accuracy 0.5670 | Time : 0.8717 | Loop_Time : 0.2675 | Model_Time : 0.6040 | x_y_time : 0.0010 | pred_time : 0.2232 | backward_time : 0.3081 | optim_time : 0.0645 
Epoch 00004 | Loss 1.5075 | Accuracy 0.5807 | Time : 0.8759 | Loop_Time : 0.2699 | Model_Time : 0.6059 | x_y_time : 0.0010 | pred_time : 0.2240 | backward_time : 0.3091 | optim_time : 0.0643 
Epoch 00005 | Loss 1.4508 | Accuracy 0.5839 | Time : 0.8760 | Loop_Time : 0.2699 | Model_Time : 0.6059 | x_y_time : 0.0010 | pred_time : 0.2242 | backward_time : 0.3101 | optim_time : 0.0633 
Epoch 00006 | Loss 1.4196 | Accuracy 0.5875 | Time : 0.8720 | Loop_Time : 0.2696 | Model_Time : 0.6023 | x_y_time : 0.0011 | pred_time : 0.2236 | backward_time : 0.3071 | optim_time : 0.0632 
Epoch 00007 | Loss 1.3932 | Accuracy 0.5901 | Time : 0.8853 | Loop_Time : 0.2765 | Model_Time : 0.6087 | x_y_time : 0.0011 | pred_time : 0.2268 | backward_time : 0.3073 | optim_time : 0.0661 
Epoch 00008 | Loss 1.3691 | Accuracy 0.5886 | Time : 0.8734 | Loop_Time : 0.2693 | Model_Time : 0.6040 | x_y_time : 0.0010 | pred_time : 0.2233 | backward_time : 0.3080 | optim_time : 0.0642 
Epoch 00009 | Loss 1.3509 | Accuracy 0.5940 | Time : 0.8723 | Loop_Time : 0.2687 | Model_Time : 0.6035 | x_y_time : 0.0010 | pred_time : 0.2231 | backward_time : 0.3078 | optim_time : 0.0644 
Epoch 00010 | Loss 1.3325 | Accuracy 0.5960 | Time : 0.8783 | Loop_Time : 0.2742 | Model_Time : 0.6039 | x_y_time : 0.0011 | pred_time : 0.2256 | backward_time : 0.3044 | optim_time : 0.0653 
