Dataset = ogbn-products, batch_size = 8192
Layer_1 77472 | Layer_2 180351 | Layer_3 355982
Epoch 00000 | Loss 3.7221 | Accuracy 0.6082 | Time : 1.4949 | Loop_Time : 0.1580 | Model_Time : 1.3369 | x_y_time : 0.0004 | pred_time : 1.1190 | backward_time : 0.1578 | optim_time : 0.0159 
Epoch 00001 | Loss 1.5776 | Accuracy 0.7503 | Time : 0.5595 | Loop_Time : 0.1056 | Model_Time : 0.4539 | x_y_time : 0.0002 | pred_time : 0.2313 | backward_time : 0.1651 | optim_time : 0.0139 
Epoch 00002 | Loss 1.1115 | Accuracy 0.8034 | Time : 0.5588 | Loop_Time : 0.1049 | Model_Time : 0.4539 | x_y_time : 0.0002 | pred_time : 0.2312 | backward_time : 0.1652 | optim_time : 0.0141 
Epoch 00003 | Loss 0.8987 | Accuracy 0.8229 | Time : 0.5589 | Loop_Time : 0.1049 | Model_Time : 0.4539 | x_y_time : 0.0002 | pred_time : 0.2313 | backward_time : 0.1653 | optim_time : 0.0150 
Epoch 00004 | Loss 0.7761 | Accuracy 0.8385 | Time : 0.5589 | Loop_Time : 0.1049 | Model_Time : 0.4539 | x_y_time : 0.0002 | pred_time : 0.2313 | backward_time : 0.1651 | optim_time : 0.0144 
Epoch 00005 | Loss 0.6954 | Accuracy 0.8480 | Time : 0.5583 | Loop_Time : 0.1043 | Model_Time : 0.4539 | x_y_time : 0.0002 | pred_time : 0.2312 | backward_time : 0.1651 | optim_time : 0.0137 
Epoch 00006 | Loss 0.6368 | Accuracy 0.8553 | Time : 0.5590 | Loop_Time : 0.1050 | Model_Time : 0.4540 | x_y_time : 0.0002 | pred_time : 0.2313 | backward_time : 0.1652 | optim_time : 0.0138 
Epoch 00007 | Loss 0.5966 | Accuracy 0.8601 | Time : 0.5583 | Loop_Time : 0.1044 | Model_Time : 0.4538 | x_y_time : 0.0002 | pred_time : 0.2311 | backward_time : 0.1650 | optim_time : 0.0137 
Epoch 00008 | Loss 0.5648 | Accuracy 0.8634 | Time : 0.5587 | Loop_Time : 0.1044 | Model_Time : 0.4542 | x_y_time : 0.0002 | pred_time : 0.2314 | backward_time : 0.1653 | optim_time : 0.0136 
Epoch 00009 | Loss 0.5392 | Accuracy 0.8657 | Time : 0.5585 | Loop_Time : 0.1047 | Model_Time : 0.4537 | x_y_time : 0.0002 | pred_time : 0.2311 | backward_time : 0.1648 | optim_time : 0.0131 
Epoch 00010 | Loss 0.5167 | Accuracy 0.8678 | Time : 0.5580 | Loop_Time : 0.1048 | Model_Time : 0.4532 | x_y_time : 0.0002 | pred_time : 0.2308 | backward_time : 0.1648 | optim_time : 0.0135 
Epoch 00011 | Loss 0.4995 | Accuracy 0.8698 | Time : 0.5580 | Loop_Time : 0.1044 | Model_Time : 0.4535 | x_y_time : 0.0002 | pred_time : 0.2310 | backward_time : 0.1648 | optim_time : 0.0130 
Epoch 00012 | Loss 0.4873 | Accuracy 0.8720 | Time : 0.5585 | Loop_Time : 0.1046 | Model_Time : 0.4538 | x_y_time : 0.0002 | pred_time : 0.2311 | backward_time : 0.1650 | optim_time : 0.0133 
Epoch 00013 | Loss 0.4709 | Accuracy 0.8724 | Time : 0.5581 | Loop_Time : 0.1043 | Model_Time : 0.4537 | x_y_time : 0.0002 | pred_time : 0.2313 | backward_time : 0.1647 | optim_time : 0.0138 
Epoch 00014 | Loss 0.4581 | Accuracy 0.8760 | Time : 0.5594 | Loop_Time : 0.1054 | Model_Time : 0.4539 | x_y_time : 0.0002 | pred_time : 0.2313 | backward_time : 0.1648 | optim_time : 0.0142 
Epoch 00015 | Loss 0.4490 | Accuracy 0.8773 | Time : 0.5587 | Loop_Time : 0.1052 | Model_Time : 0.4534 | x_y_time : 0.0002 | pred_time : 0.2310 | backward_time : 0.1648 | optim_time : 0.0138 
Epoch 00016 | Loss 0.4392 | Accuracy 0.8784 | Time : 0.5578 | Loop_Time : 0.1041 | Model_Time : 0.4536 | x_y_time : 0.0002 | pred_time : 0.2310 | backward_time : 0.1650 | optim_time : 0.0135 
Epoch 00017 | Loss 0.4300 | Accuracy 0.8796 | Time : 0.5582 | Loop_Time : 0.1041 | Model_Time : 0.4540 | x_y_time : 0.0002 | pred_time : 0.2312 | backward_time : 0.1652 | optim_time : 0.0138 
Epoch 00018 | Loss 0.4221 | Accuracy 0.8804 | Time : 0.5576 | Loop_Time : 0.1042 | Model_Time : 0.4533 | x_y_time : 0.0002 | pred_time : 0.2309 | backward_time : 0.1648 | optim_time : 0.0137 
Epoch 00019 | Loss 0.4175 | Accuracy 0.8813 | Time : 0.5577 | Loop_Time : 0.1043 | Model_Time : 0.4534 | x_y_time : 0.0002 | pred_time : 0.2308 | backward_time : 0.1651 | optim_time : 0.0139 
