Dataset = ogbn-products, batch_size = 8192
Layer_1 43823 | Layer_2 80219 | Layer_3 111487
Epoch 00000 | Loss 3.5422 | Accuracy 0.6157 | Time : 1.2495 | Loop_Time : 0.1244 | Model_Time : 1.1250 | x_y_time : 0.0004 | pred_time : 0.9925 | backward_time : 0.1005 | optim_time : 0.0161 
Epoch 00001 | Loss 1.6375 | Accuracy 0.7511 | Time : 0.3185 | Loop_Time : 0.0728 | Model_Time : 0.2457 | x_y_time : 0.0002 | pred_time : 0.1082 | backward_time : 0.1085 | optim_time : 0.0144 
Epoch 00002 | Loss 1.1739 | Accuracy 0.8009 | Time : 0.3183 | Loop_Time : 0.0726 | Model_Time : 0.2456 | x_y_time : 0.0002 | pred_time : 0.1081 | backward_time : 0.1085 | optim_time : 0.0146 
Epoch 00003 | Loss 0.9540 | Accuracy 0.8233 | Time : 0.3178 | Loop_Time : 0.0720 | Model_Time : 0.2457 | x_y_time : 0.0002 | pred_time : 0.1082 | backward_time : 0.1085 | optim_time : 0.0148 
Epoch 00004 | Loss 0.8330 | Accuracy 0.8364 | Time : 0.3178 | Loop_Time : 0.0724 | Model_Time : 0.2454 | x_y_time : 0.0002 | pred_time : 0.1080 | backward_time : 0.1084 | optim_time : 0.0144 
Epoch 00005 | Loss 0.7461 | Accuracy 0.8445 | Time : 0.3184 | Loop_Time : 0.0723 | Model_Time : 0.2460 | x_y_time : 0.0002 | pred_time : 0.1084 | backward_time : 0.1086 | optim_time : 0.0156 
Epoch 00006 | Loss 0.6882 | Accuracy 0.8509 | Time : 0.3185 | Loop_Time : 0.0727 | Model_Time : 0.2457 | x_y_time : 0.0002 | pred_time : 0.1082 | backward_time : 0.1085 | optim_time : 0.0151 
Epoch 00007 | Loss 0.6489 | Accuracy 0.8561 | Time : 0.3173 | Loop_Time : 0.0719 | Model_Time : 0.2454 | x_y_time : 0.0002 | pred_time : 0.1080 | backward_time : 0.1081 | optim_time : 0.0140 
Epoch 00008 | Loss 0.6138 | Accuracy 0.8587 | Time : 0.3177 | Loop_Time : 0.0719 | Model_Time : 0.2458 | x_y_time : 0.0002 | pred_time : 0.1083 | backward_time : 0.1083 | optim_time : 0.0147 
Epoch 00009 | Loss 0.5830 | Accuracy 0.8619 | Time : 0.3175 | Loop_Time : 0.0719 | Model_Time : 0.2456 | x_y_time : 0.0002 | pred_time : 0.1080 | backward_time : 0.1086 | optim_time : 0.0149 
Epoch 00010 | Loss 0.5599 | Accuracy 0.8634 | Time : 0.3177 | Loop_Time : 0.0719 | Model_Time : 0.2457 | x_y_time : 0.0002 | pred_time : 0.1081 | backward_time : 0.1085 | optim_time : 0.0143 
