Dataset = igb-small, batch_size = 4096
Layer_1 54886 | Layer_2 412903 | Layer_3 869210
Epoch 00000 | Loss 1.0247 | Accuracy 0.7254 | Time : 14.8178 | Loop_Time : 1.1964 | Model_Time : 13.6213 | x_y_time : 0.0028 | pred_time : 7.9760 | backward_time : 3.9502 | optim_time : 0.0871 
Epoch 00001 | Loss 0.7723 | Accuracy 0.7331 | Time : 14.2232 | Loop_Time : 1.1859 | Model_Time : 13.0371 | x_y_time : 0.0014 | pred_time : 7.2606 | backward_time : 4.0184 | optim_time : 0.0852 
Epoch 00002 | Loss 0.7461 | Accuracy 0.7370 | Time : 14.3871 | Loop_Time : 1.1879 | Model_Time : 13.1991 | x_y_time : 0.0014 | pred_time : 7.3588 | backward_time : 4.0642 | optim_time : 0.0860 
Epoch 00003 | Loss 0.7352 | Accuracy 0.7393 | Time : 14.4788 | Loop_Time : 1.1933 | Model_Time : 13.2854 | x_y_time : 0.0014 | pred_time : 7.3851 | backward_time : 4.0591 | optim_time : 0.0940 
Epoch 00004 | Loss 0.7288 | Accuracy 0.7397 | Time : 14.5272 | Loop_Time : 1.1949 | Model_Time : 13.3321 | x_y_time : 0.0014 | pred_time : 7.4083 | backward_time : 4.0641 | optim_time : 0.0986 
Epoch 00005 | Loss 0.7235 | Accuracy 0.7395 | Time : 14.5722 | Loop_Time : 1.1936 | Model_Time : 13.3784 | x_y_time : 0.0014 | pred_time : 7.4377 | backward_time : 4.0715 | optim_time : 0.0959 
Epoch 00006 | Loss 0.7207 | Accuracy 0.7397 | Time : 14.6071 | Loop_Time : 1.1955 | Model_Time : 13.4114 | x_y_time : 0.0014 | pred_time : 7.4619 | backward_time : 4.0684 | optim_time : 0.0965 
Epoch 00007 | Loss 0.7194 | Accuracy 0.7406 | Time : 14.6005 | Loop_Time : 1.1945 | Model_Time : 13.4059 | x_y_time : 0.0015 | pred_time : 7.4602 | backward_time : 4.0641 | optim_time : 0.0960 
Epoch 00008 | Loss 0.7181 | Accuracy 0.7406 | Time : 14.5641 | Loop_Time : 1.1921 | Model_Time : 13.3718 | x_y_time : 0.0014 | pred_time : 7.4435 | backward_time : 4.0605 | optim_time : 0.0985 
Epoch 00009 | Loss 0.7163 | Accuracy 0.7417 | Time : 14.5987 | Loop_Time : 1.1937 | Model_Time : 13.4048 | x_y_time : 0.0014 | pred_time : 7.4546 | backward_time : 4.0715 | optim_time : 0.0921 
Epoch 00010 | Loss 0.7156 | Accuracy 0.7415 | Time : 14.5969 | Loop_Time : 1.1927 | Model_Time : 13.4041 | x_y_time : 0.0014 | pred_time : 7.4574 | backward_time : 4.0666 | optim_time : 0.0969 
Epoch 00011 | Loss 0.7145 | Accuracy 0.7414 | Time : 14.5809 | Loop_Time : 1.1940 | Model_Time : 13.3867 | x_y_time : 0.0014 | pred_time : 7.4544 | backward_time : 4.0541 | optim_time : 0.0923 
Epoch 00012 | Loss 0.7128 | Accuracy 0.7423 | Time : 14.5520 | Loop_Time : 1.1956 | Model_Time : 13.3563 | x_y_time : 0.0014 | pred_time : 7.4454 | backward_time : 4.0268 | optim_time : 0.0921 
Epoch 00013 | Loss 0.7136 | Accuracy 0.7421 | Time : 14.5412 | Loop_Time : 1.1906 | Model_Time : 13.3504 | x_y_time : 0.0014 | pred_time : 7.4251 | backward_time : 4.0534 | optim_time : 0.0897 
Epoch 00014 | Loss 0.7134 | Accuracy 0.7410 | Time : 14.5247 | Loop_Time : 1.1871 | Model_Time : 13.3375 | x_y_time : 0.0014 | pred_time : 7.4151 | backward_time : 4.0597 | optim_time : 0.0861 
Epoch 00015 | Loss 0.7124 | Accuracy 0.7430 | Time : 14.5219 | Loop_Time : 1.1852 | Model_Time : 13.3366 | x_y_time : 0.0014 | pred_time : 7.4145 | backward_time : 4.0657 | optim_time : 0.0853 
Epoch 00016 | Loss 0.7118 | Accuracy 0.7427 | Time : 14.4838 | Loop_Time : 1.1860 | Model_Time : 13.2976 | x_y_time : 0.0014 | pred_time : 7.3932 | backward_time : 4.0570 | optim_time : 0.0874 
