Dataset = igb-small, batch_size = 2048
Layer_1 19425 | Layer_2 124400 | Layer_3 443104
Epoch 00000 | Loss 0.9175 | Accuracy 0.7286 | Time : 12.4944 | Loop_Time : 1.0693 | Model_Time : 11.4248 | x_y_time : 0.0055 | pred_time : 6.6166 | backward_time : 2.8989 | optim_time : 0.1806 
Epoch 00001 | Loss 0.7541 | Accuracy 0.7343 | Time : 11.6306 | Loop_Time : 1.0508 | Model_Time : 10.5796 | x_y_time : 0.0027 | pred_time : 5.7497 | backward_time : 2.9098 | optim_time : 0.1788 
Epoch 00002 | Loss 0.7390 | Accuracy 0.7374 | Time : 11.6605 | Loop_Time : 1.0484 | Model_Time : 10.6119 | x_y_time : 0.0027 | pred_time : 5.7633 | backward_time : 2.9180 | optim_time : 0.1782 
Epoch 00003 | Loss 0.7333 | Accuracy 0.7333 | Time : 11.7102 | Loop_Time : 1.0443 | Model_Time : 10.6656 | x_y_time : 0.0027 | pred_time : 5.7952 | backward_time : 2.9254 | optim_time : 0.1783 
Epoch 00004 | Loss 0.7294 | Accuracy 0.7373 | Time : 11.7300 | Loop_Time : 1.0445 | Model_Time : 10.6853 | x_y_time : 0.0027 | pred_time : 5.8041 | backward_time : 2.9284 | optim_time : 0.1754 
Epoch 00005 | Loss 0.7275 | Accuracy 0.7381 | Time : 11.7665 | Loop_Time : 1.0434 | Model_Time : 10.7229 | x_y_time : 0.0027 | pred_time : 5.8247 | backward_time : 2.9359 | optim_time : 0.1749 
Epoch 00006 | Loss 0.7247 | Accuracy 0.7368 | Time : 11.7941 | Loop_Time : 1.0439 | Model_Time : 10.7500 | x_y_time : 0.0027 | pred_time : 5.8401 | backward_time : 2.9388 | optim_time : 0.1762 
Epoch 00007 | Loss 0.7239 | Accuracy 0.7404 | Time : 12.0018 | Loop_Time : 1.1528 | Model_Time : 10.8486 | x_y_time : 0.0031 | pred_time : 5.8974 | backward_time : 2.9637 | optim_time : 0.1986 
Epoch 00008 | Loss 0.7230 | Accuracy 0.7370 | Time : 11.8436 | Loop_Time : 1.0657 | Model_Time : 10.7776 | x_y_time : 0.0028 | pred_time : 5.8564 | backward_time : 2.9420 | optim_time : 0.1777 
Epoch 00009 | Loss 0.7225 | Accuracy 0.7366 | Time : 11.8122 | Loop_Time : 1.0533 | Model_Time : 10.7585 | x_y_time : 0.0027 | pred_time : 5.8462 | backward_time : 2.9353 | optim_time : 0.1783 
Epoch 00010 | Loss 0.7220 | Accuracy 0.7402 | Time : 11.8587 | Loop_Time : 1.0834 | Model_Time : 10.7750 | x_y_time : 0.0029 | pred_time : 5.8525 | backward_time : 2.9457 | optim_time : 0.1819 
