Dataset = igb-small, batch_size = 32768
Layer_1 255949 | Layer_2 685095 | Layer_3 946360
Epoch 00000 | Loss 1.9054 | Accuracy 0.5785 | Time : 3.3593 | Loop_Time : 0.2116 | Model_Time : 3.1476 | x_y_time : 0.0005 | pred_time : 2.1431 | backward_time : 0.7775 | optim_time : 0.0168 
Epoch 00001 | Loss 1.1556 | Accuracy 0.6717 | Time : 2.3971 | Loop_Time : 0.2014 | Model_Time : 2.1956 | x_y_time : 0.0002 | pred_time : 1.1911 | backward_time : 0.7787 | optim_time : 0.0146 
Epoch 00002 | Loss 0.9688 | Accuracy 0.6983 | Time : 2.4020 | Loop_Time : 0.2029 | Model_Time : 2.1990 | x_y_time : 0.0002 | pred_time : 1.1920 | backward_time : 0.7808 | optim_time : 0.0142 
Epoch 00003 | Loss 0.8851 | Accuracy 0.7101 | Time : 2.4042 | Loop_Time : 0.2018 | Model_Time : 2.2023 | x_y_time : 0.0002 | pred_time : 1.1942 | backward_time : 0.7816 | optim_time : 0.0147 
Epoch 00004 | Loss 0.8448 | Accuracy 0.7147 | Time : 2.4074 | Loop_Time : 0.2017 | Model_Time : 2.2057 | x_y_time : 0.0002 | pred_time : 1.1962 | backward_time : 0.7814 | optim_time : 0.0121 
Epoch 00005 | Loss 0.8200 | Accuracy 0.7205 | Time : 2.4093 | Loop_Time : 0.2034 | Model_Time : 2.2058 | x_y_time : 0.0002 | pred_time : 1.1970 | backward_time : 0.7811 | optim_time : 0.0120 
Epoch 00006 | Loss 0.8035 | Accuracy 0.7236 | Time : 2.4020 | Loop_Time : 0.1976 | Model_Time : 2.2043 | x_y_time : 0.0002 | pred_time : 1.1959 | backward_time : 0.7798 | optim_time : 0.0129 
Epoch 00007 | Loss 0.7900 | Accuracy 0.7265 | Time : 2.4090 | Loop_Time : 0.2042 | Model_Time : 2.2048 | x_y_time : 0.0002 | pred_time : 1.1950 | backward_time : 0.7814 | optim_time : 0.0126 
Epoch 00008 | Loss 0.7806 | Accuracy 0.7288 | Time : 2.4116 | Loop_Time : 0.2032 | Model_Time : 2.2083 | x_y_time : 0.0002 | pred_time : 1.1970 | backward_time : 0.7836 | optim_time : 0.0148 
Epoch 00009 | Loss 0.7725 | Accuracy 0.7298 | Time : 2.4076 | Loop_Time : 0.1994 | Model_Time : 2.2081 | x_y_time : 0.0002 | pred_time : 1.1978 | backward_time : 0.7820 | optim_time : 0.0130 
Epoch 00010 | Loss 0.7654 | Accuracy 0.7318 | Time : 2.4140 | Loop_Time : 0.1994 | Model_Time : 2.2144 | x_y_time : 0.0002 | pred_time : 1.2009 | backward_time : 0.7828 | optim_time : 0.0129 
