Dataset = igb-small, batch_size = 32768
Layer_1 318842 | Layer_2 860009 | Layer_3 1028855
Epoch 00000 | Loss 1.9022 | Accuracy 0.5509 | Time : 3.9175 | Loop_Time : 0.2799 | Model_Time : 3.6375 | x_y_time : 0.0003 | pred_time : 2.3639 | backward_time : 1.0270 | optim_time : 0.0150 
Epoch 00001 | Loss 1.1798 | Accuracy 0.6797 | Time : 3.0265 | Loop_Time : 0.2718 | Model_Time : 2.7546 | x_y_time : 0.0002 | pred_time : 1.4807 | backward_time : 1.0272 | optim_time : 0.0119 
Epoch 00002 | Loss 0.9677 | Accuracy 0.6990 | Time : 3.0271 | Loop_Time : 0.2710 | Model_Time : 2.7560 | x_y_time : 0.0002 | pred_time : 1.4830 | backward_time : 1.0264 | optim_time : 0.0123 
Epoch 00003 | Loss 0.8766 | Accuracy 0.7111 | Time : 3.0278 | Loop_Time : 0.2717 | Model_Time : 2.7560 | x_y_time : 0.0002 | pred_time : 1.4823 | backward_time : 1.0276 | optim_time : 0.0134 
Epoch 00004 | Loss 0.8385 | Accuracy 0.7158 | Time : 3.0311 | Loop_Time : 0.2708 | Model_Time : 2.7603 | x_y_time : 0.0002 | pred_time : 1.4842 | backward_time : 1.0290 | optim_time : 0.0118 
Epoch 00005 | Loss 0.8151 | Accuracy 0.7208 | Time : 3.0352 | Loop_Time : 0.2710 | Model_Time : 2.7642 | x_y_time : 0.0002 | pred_time : 1.4862 | backward_time : 1.0310 | optim_time : 0.0126 
Epoch 00006 | Loss 0.8010 | Accuracy 0.7250 | Time : 3.0335 | Loop_Time : 0.2707 | Model_Time : 2.7627 | x_y_time : 0.0002 | pred_time : 1.4857 | backward_time : 1.0298 | optim_time : 0.0135 
Epoch 00007 | Loss 0.7890 | Accuracy 0.7272 | Time : 3.0386 | Loop_Time : 0.2712 | Model_Time : 2.7673 | x_y_time : 0.0002 | pred_time : 1.4892 | backward_time : 1.0303 | optim_time : 0.0118 
Epoch 00008 | Loss 0.7788 | Accuracy 0.7292 | Time : 3.0458 | Loop_Time : 0.2722 | Model_Time : 2.7735 | x_y_time : 0.0002 | pred_time : 1.4931 | backward_time : 1.0313 | optim_time : 0.0129 
Epoch 00009 | Loss 0.7710 | Accuracy 0.7320 | Time : 3.0451 | Loop_Time : 0.2709 | Model_Time : 2.7741 | x_y_time : 0.0002 | pred_time : 1.4926 | backward_time : 1.0325 | optim_time : 0.0131 
Epoch 00010 | Loss 0.7634 | Accuracy 0.7336 | Time : 3.0489 | Loop_Time : 0.2713 | Model_Time : 2.7775 | x_y_time : 0.0002 | pred_time : 1.4954 | backward_time : 1.0327 | optim_time : 0.0119 
