Dataset = ogbn-products, batch_size = 32768
Layer_1 142930 | Layer_2 287502 | Layer_3 566743
Epoch 00000 | Loss 5.1735 | Accuracy 0.4350 | Time : 1.2610 | Loop_Time : 0.0973 | Model_Time : 1.1636 | x_y_time : 0.0001 | pred_time : 1.0726 | backward_time : 0.0652 | optim_time : 0.0049 
Epoch 00001 | Loss 2.9778 | Accuracy 0.5859 | Time : 0.2349 | Loop_Time : 0.0449 | Model_Time : 0.1899 | x_y_time : 0.0001 | pred_time : 0.0987 | backward_time : 0.0666 | optim_time : 0.0043 
Epoch 00002 | Loss 2.1707 | Accuracy 0.6288 | Time : 0.2400 | Loop_Time : 0.0472 | Model_Time : 0.1927 | x_y_time : 0.0001 | pred_time : 0.0998 | backward_time : 0.0692 | optim_time : 0.0049 
Epoch 00003 | Loss 1.7473 | Accuracy 0.7090 | Time : 0.2405 | Loop_Time : 0.0481 | Model_Time : 0.1923 | x_y_time : 0.0001 | pred_time : 0.0996 | backward_time : 0.0690 | optim_time : 0.0050 
Epoch 00004 | Loss 1.4749 | Accuracy 0.7385 | Time : 0.2410 | Loop_Time : 0.0482 | Model_Time : 0.1927 | x_y_time : 0.0001 | pred_time : 0.0999 | backward_time : 0.0692 | optim_time : 0.0056 
Epoch 00005 | Loss 1.2861 | Accuracy 0.7568 | Time : 0.2426 | Loop_Time : 0.0489 | Model_Time : 0.1936 | x_y_time : 0.0001 | pred_time : 0.1004 | backward_time : 0.0696 | optim_time : 0.0056 
Epoch 00006 | Loss 1.1592 | Accuracy 0.7745 | Time : 0.2404 | Loop_Time : 0.0479 | Model_Time : 0.1925 | x_y_time : 0.0001 | pred_time : 0.0999 | backward_time : 0.0688 | optim_time : 0.0046 
Epoch 00007 | Loss 1.0543 | Accuracy 0.7927 | Time : 0.2396 | Loop_Time : 0.0471 | Model_Time : 0.1925 | x_y_time : 0.0001 | pred_time : 0.0997 | backward_time : 0.0690 | optim_time : 0.0049 
Epoch 00008 | Loss 0.9857 | Accuracy 0.8057 | Time : 0.2389 | Loop_Time : 0.0466 | Model_Time : 0.1922 | x_y_time : 0.0001 | pred_time : 0.0997 | backward_time : 0.0688 | optim_time : 0.0052 
Epoch 00009 | Loss 0.9257 | Accuracy 0.8143 | Time : 0.2398 | Loop_Time : 0.0469 | Model_Time : 0.1928 | x_y_time : 0.0001 | pred_time : 0.1000 | backward_time : 0.0692 | optim_time : 0.0050 
Epoch 00010 | Loss 0.8738 | Accuracy 0.8195 | Time : 0.2376 | Loop_Time : 0.0460 | Model_Time : 0.1916 | x_y_time : 0.0001 | pred_time : 0.0991 | backward_time : 0.0687 | optim_time : 0.0046 
Epoch 00011 | Loss 0.8317 | Accuracy 0.8262 | Time : 0.2364 | Loop_Time : 0.0453 | Model_Time : 0.1910 | x_y_time : 0.0001 | pred_time : 0.0988 | backward_time : 0.0684 | optim_time : 0.0046 
Epoch 00012 | Loss 0.7966 | Accuracy 0.8319 | Time : 0.2398 | Loop_Time : 0.0468 | Model_Time : 0.1929 | x_y_time : 0.0001 | pred_time : 0.1000 | backward_time : 0.0692 | optim_time : 0.0049 
Epoch 00013 | Loss 0.7690 | Accuracy 0.8368 | Time : 0.2373 | Loop_Time : 0.0459 | Model_Time : 0.1913 | x_y_time : 0.0001 | pred_time : 0.0989 | backward_time : 0.0686 | optim_time : 0.0046 
Epoch 00014 | Loss 0.7252 | Accuracy 0.8403 | Time : 0.2380 | Loop_Time : 0.0460 | Model_Time : 0.1919 | x_y_time : 0.0001 | pred_time : 0.0994 | backward_time : 0.0687 | optim_time : 0.0047 
Epoch 00015 | Loss 0.7146 | Accuracy 0.8442 | Time : 0.2356 | Loop_Time : 0.0441 | Model_Time : 0.1914 | x_y_time : 0.0001 | pred_time : 0.0990 | backward_time : 0.0686 | optim_time : 0.0044 
Epoch 00016 | Loss 0.6856 | Accuracy 0.8467 | Time : 0.2392 | Loop_Time : 0.0465 | Model_Time : 0.1926 | x_y_time : 0.0001 | pred_time : 0.0998 | backward_time : 0.0690 | optim_time : 0.0050 
Epoch 00017 | Loss 0.6721 | Accuracy 0.8491 | Time : 0.2354 | Loop_Time : 0.0444 | Model_Time : 0.1909 | x_y_time : 0.0001 | pred_time : 0.0989 | backward_time : 0.0682 | optim_time : 0.0042 
Epoch 00018 | Loss 0.6513 | Accuracy 0.8513 | Time : 0.2352 | Loop_Time : 0.0442 | Model_Time : 0.1909 | x_y_time : 0.0001 | pred_time : 0.0988 | backward_time : 0.0683 | optim_time : 0.0048 
Epoch 00019 | Loss 0.6294 | Accuracy 0.8543 | Time : 0.2383 | Loop_Time : 0.0459 | Model_Time : 0.1923 | x_y_time : 0.0001 | pred_time : 0.0997 | backward_time : 0.0690 | optim_time : 0.0049 
Epoch 00020 | Loss 0.6171 | Accuracy 0.8560 | Time : 0.2364 | Loop_Time : 0.0455 | Model_Time : 0.1908 | x_y_time : 0.0001 | pred_time : 0.0987 | backward_time : 0.0684 | optim_time : 0.0046 
Epoch 00021 | Loss 0.6083 | Accuracy 0.8574 | Time : 0.2351 | Loop_Time : 0.0440 | Model_Time : 0.1911 | x_y_time : 0.0001 | pred_time : 0.0990 | backward_time : 0.0683 | optim_time : 0.0046 
Epoch 00022 | Loss 0.5986 | Accuracy 0.8601 | Time : 0.2393 | Loop_Time : 0.0468 | Model_Time : 0.1925 | x_y_time : 0.0001 | pred_time : 0.0996 | backward_time : 0.0691 | optim_time : 0.0049 
