Dataset = igb-small, batch_size = 4096
Layer_1 48907 | Layer_2 336814 | Layer_3 809459
Epoch 00000 | Loss 1.0171 | Accuracy 0.7243 | Time : 13.2172 | Loop_Time : 1.0062 | Model_Time : 12.2109 | x_y_time : 0.0027 | pred_time : 7.1909 | backward_time : 3.3230 | optim_time : 0.0895 
Epoch 00001 | Loss 0.7702 | Accuracy 0.7338 | Time : 12.3415 | Loop_Time : 0.9941 | Model_Time : 11.3472 | x_y_time : 0.0013 | pred_time : 6.3160 | backward_time : 3.3404 | optim_time : 0.0877 
Epoch 00002 | Loss 0.7460 | Accuracy 0.7363 | Time : 12.3353 | Loop_Time : 0.9933 | Model_Time : 11.3419 | x_y_time : 0.0013 | pred_time : 6.2938 | backward_time : 3.3407 | optim_time : 0.0887 
Epoch 00003 | Loss 0.7342 | Accuracy 0.7389 | Time : 12.3447 | Loop_Time : 0.9921 | Model_Time : 11.3525 | x_y_time : 0.0013 | pred_time : 6.2824 | backward_time : 3.3461 | optim_time : 0.0873 
Epoch 00004 | Loss 0.7284 | Accuracy 0.7388 | Time : 12.3462 | Loop_Time : 0.9918 | Model_Time : 11.3543 | x_y_time : 0.0013 | pred_time : 6.2936 | backward_time : 3.3449 | optim_time : 0.0866 
Epoch 00005 | Loss 0.7246 | Accuracy 0.7406 | Time : 12.3563 | Loop_Time : 0.9906 | Model_Time : 11.3655 | x_y_time : 0.0013 | pred_time : 6.2953 | backward_time : 3.3434 | optim_time : 0.0852 
Epoch 00006 | Loss 0.7222 | Accuracy 0.7411 | Time : 12.4559 | Loop_Time : 0.9909 | Model_Time : 11.4648 | x_y_time : 0.0013 | pred_time : 6.3550 | backward_time : 3.3578 | optim_time : 0.0872 
Epoch 00007 | Loss 0.7197 | Accuracy 0.7395 | Time : 12.5026 | Loop_Time : 0.9917 | Model_Time : 11.5108 | x_y_time : 0.0013 | pred_time : 6.3840 | backward_time : 3.3624 | optim_time : 0.0884 
Epoch 00008 | Loss 0.7202 | Accuracy 0.7422 | Time : 12.5258 | Loop_Time : 0.9898 | Model_Time : 11.5358 | x_y_time : 0.0013 | pred_time : 6.3996 | backward_time : 3.3628 | optim_time : 0.0877 
Epoch 00009 | Loss 0.7177 | Accuracy 0.7412 | Time : 12.5187 | Loop_Time : 0.9913 | Model_Time : 11.5273 | x_y_time : 0.0013 | pred_time : 6.3940 | backward_time : 3.3653 | optim_time : 0.0874 
Epoch 00010 | Loss 0.7157 | Accuracy 0.7414 | Time : 12.5037 | Loop_Time : 0.9907 | Model_Time : 11.5128 | x_y_time : 0.0013 | pred_time : 6.3825 | backward_time : 3.3619 | optim_time : 0.0878 
Epoch 00011 | Loss 0.7157 | Accuracy 0.7414 | Time : 12.4896 | Loop_Time : 0.9907 | Model_Time : 11.4987 | x_y_time : 0.0013 | pred_time : 6.3750 | backward_time : 3.3620 | optim_time : 0.0875 
Epoch 00012 | Loss 0.7147 | Accuracy 0.7409 | Time : 12.4859 | Loop_Time : 0.9892 | Model_Time : 11.4965 | x_y_time : 0.0013 | pred_time : 6.3730 | backward_time : 3.3636 | optim_time : 0.0872 
Epoch 00013 | Loss 0.7140 | Accuracy 0.7420 | Time : 12.4727 | Loop_Time : 0.9887 | Model_Time : 11.4838 | x_y_time : 0.0013 | pred_time : 6.3663 | backward_time : 3.3630 | optim_time : 0.0875 
Epoch 00014 | Loss 0.7126 | Accuracy 0.7416 | Time : 12.4636 | Loop_Time : 0.9889 | Model_Time : 11.4745 | x_y_time : 0.0013 | pred_time : 6.3609 | backward_time : 3.3596 | optim_time : 0.0892 
Epoch 00015 | Loss 0.7131 | Accuracy 0.7425 | Time : 12.4371 | Loop_Time : 0.9902 | Model_Time : 11.4468 | x_y_time : 0.0013 | pred_time : 6.3419 | backward_time : 3.3555 | optim_time : 0.0860 
