Dataset = ogbn-products, batch_size = 16384
Layer_1 63603 | Layer_2 101840 | Layer_3 134879
Epoch 00000 | Loss 4.7196 | Accuracy 0.4985 | Time : 1.1333 | Loop_Time : 0.0944 | Model_Time : 1.0388 | x_y_time : 0.0002 | pred_time : 0.9588 | backward_time : 0.0585 | optim_time : 0.0083 
Epoch 00001 | Loss 2.4457 | Accuracy 0.6171 | Time : 0.1973 | Loop_Time : 0.0423 | Model_Time : 0.1549 | x_y_time : 0.0001 | pred_time : 0.0698 | backward_time : 0.0663 | optim_time : 0.0074 
Epoch 00002 | Loss 1.7502 | Accuracy 0.7074 | Time : 0.1972 | Loop_Time : 0.0415 | Model_Time : 0.1556 | x_y_time : 0.0001 | pred_time : 0.0699 | backward_time : 0.0673 | optim_time : 0.0083 
Epoch 00003 | Loss 1.3966 | Accuracy 0.7563 | Time : 0.1962 | Loop_Time : 0.0409 | Model_Time : 0.1553 | x_y_time : 0.0001 | pred_time : 0.0697 | backward_time : 0.0670 | optim_time : 0.0079 
Epoch 00004 | Loss 1.1906 | Accuracy 0.7863 | Time : 0.1962 | Loop_Time : 0.0409 | Model_Time : 0.1552 | x_y_time : 0.0001 | pred_time : 0.0697 | backward_time : 0.0670 | optim_time : 0.0079 
Epoch 00005 | Loss 1.0534 | Accuracy 0.8043 | Time : 0.1965 | Loop_Time : 0.0409 | Model_Time : 0.1555 | x_y_time : 0.0001 | pred_time : 0.0697 | backward_time : 0.0671 | optim_time : 0.0071 
Epoch 00006 | Loss 0.9573 | Accuracy 0.8146 | Time : 0.1961 | Loop_Time : 0.0406 | Model_Time : 0.1554 | x_y_time : 0.0001 | pred_time : 0.0698 | backward_time : 0.0671 | optim_time : 0.0082 
Epoch 00007 | Loss 0.8809 | Accuracy 0.8236 | Time : 0.1839 | Loop_Time : 0.0404 | Model_Time : 0.1434 | x_y_time : 0.0001 | pred_time : 0.0697 | backward_time : 0.0512 | optim_time : 0.0081 
Epoch 00008 | Loss 0.8205 | Accuracy 0.8304 | Time : 0.1838 | Loop_Time : 0.0403 | Model_Time : 0.1434 | x_y_time : 0.0001 | pred_time : 0.0697 | backward_time : 0.0512 | optim_time : 0.0080 
Epoch 00009 | Loss 0.7744 | Accuracy 0.8362 | Time : 0.1839 | Loop_Time : 0.0405 | Model_Time : 0.1434 | x_y_time : 0.0001 | pred_time : 0.0696 | backward_time : 0.0512 | optim_time : 0.0081 
Epoch 00010 | Loss 0.7339 | Accuracy 0.8411 | Time : 0.1843 | Loop_Time : 0.0407 | Model_Time : 0.1435 | x_y_time : 0.0001 | pred_time : 0.0697 | backward_time : 0.0514 | optim_time : 0.0081 
Epoch 00011 | Loss 0.7035 | Accuracy 0.8462 | Time : 0.1839 | Loop_Time : 0.0404 | Model_Time : 0.1435 | x_y_time : 0.0001 | pred_time : 0.0697 | backward_time : 0.0513 | optim_time : 0.0080 
Epoch 00012 | Loss 0.6785 | Accuracy 0.8496 | Time : 0.1833 | Loop_Time : 0.0402 | Model_Time : 0.1431 | x_y_time : 0.0001 | pred_time : 0.0694 | backward_time : 0.0511 | optim_time : 0.0080 
Epoch 00013 | Loss 0.6519 | Accuracy 0.8527 | Time : 0.1841 | Loop_Time : 0.0405 | Model_Time : 0.1435 | x_y_time : 0.0001 | pred_time : 0.0696 | backward_time : 0.0513 | optim_time : 0.0081 
Epoch 00014 | Loss 0.6324 | Accuracy 0.8541 | Time : 0.1838 | Loop_Time : 0.0405 | Model_Time : 0.1433 | x_y_time : 0.0001 | pred_time : 0.0695 | backward_time : 0.0514 | optim_time : 0.0081 
Epoch 00015 | Loss 0.6162 | Accuracy 0.8562 | Time : 0.1836 | Loop_Time : 0.0403 | Model_Time : 0.1433 | x_y_time : 0.0001 | pred_time : 0.0696 | backward_time : 0.0512 | optim_time : 0.0079 
Epoch 00016 | Loss 0.5999 | Accuracy 0.8588 | Time : 0.1832 | Loop_Time : 0.0402 | Model_Time : 0.1430 | x_y_time : 0.0001 | pred_time : 0.0695 | backward_time : 0.0510 | optim_time : 0.0079 
