Dataset = ogbn-products, batch_size = 2048
Layer_1 25196 | Layer_2 83405 | Layer_3 158385
Epoch 00000 | Loss 1.5777 | Accuracy 0.8448 | Time : 2.7357 | Loop_Time : 0.5053 | Model_Time : 2.2303 | x_y_time : 0.0028 | pred_time : 1.5321 | backward_time : 0.5190 | optim_time : 0.0884 
Epoch 00001 | Loss 0.6818 | Accuracy 0.8675 | Time : 1.7552 | Loop_Time : 0.4440 | Model_Time : 1.3110 | x_y_time : 0.0013 | pred_time : 0.6071 | backward_time : 0.5283 | optim_time : 0.0870 
Epoch 00002 | Loss 0.5515 | Accuracy 0.8757 | Time : 1.7552 | Loop_Time : 0.4448 | Model_Time : 1.3102 | x_y_time : 0.0013 | pred_time : 0.6070 | backward_time : 0.5279 | optim_time : 0.0896 
Epoch 00003 | Loss 0.4989 | Accuracy 0.8805 | Time : 1.7537 | Loop_Time : 0.4431 | Model_Time : 1.3105 | x_y_time : 0.0013 | pred_time : 0.6071 | backward_time : 0.5283 | optim_time : 0.0914 
Epoch 00004 | Loss 0.4729 | Accuracy 0.8841 | Time : 1.7543 | Loop_Time : 0.4437 | Model_Time : 1.3105 | x_y_time : 0.0013 | pred_time : 0.6067 | backward_time : 0.5283 | optim_time : 0.0907 
Epoch 00005 | Loss 0.4438 | Accuracy 0.8850 | Time : 1.7562 | Loop_Time : 0.4450 | Model_Time : 1.3111 | x_y_time : 0.0013 | pred_time : 0.6076 | backward_time : 0.5277 | optim_time : 0.0883 
Epoch 00006 | Loss 0.4279 | Accuracy 0.8907 | Time : 1.7526 | Loop_Time : 0.4426 | Model_Time : 1.3098 | x_y_time : 0.0013 | pred_time : 0.6064 | backward_time : 0.5278 | optim_time : 0.0885 
Epoch 00007 | Loss 0.4073 | Accuracy 0.8909 | Time : 1.7536 | Loop_Time : 0.4438 | Model_Time : 1.3097 | x_y_time : 0.0014 | pred_time : 0.6066 | backward_time : 0.5278 | optim_time : 0.0901 
Epoch 00008 | Loss 0.4034 | Accuracy 0.8931 | Time : 1.7530 | Loop_Time : 0.4433 | Model_Time : 1.3095 | x_y_time : 0.0014 | pred_time : 0.6065 | backward_time : 0.5272 | optim_time : 0.0879 
Epoch 00009 | Loss 0.3920 | Accuracy 0.8935 | Time : 1.7466 | Loop_Time : 0.4390 | Model_Time : 1.3074 | x_y_time : 0.0013 | pred_time : 0.6043 | backward_time : 0.5275 | optim_time : 0.0880 
Epoch 00010 | Loss 0.3828 | Accuracy 0.8962 | Time : 1.7490 | Loop_Time : 0.4405 | Model_Time : 1.3083 | x_y_time : 0.0013 | pred_time : 0.6053 | backward_time : 0.5273 | optim_time : 0.0883 
Epoch 00011 | Loss 0.3711 | Accuracy 0.8964 | Time : 1.7546 | Loop_Time : 0.4439 | Model_Time : 1.3105 | x_y_time : 0.0013 | pred_time : 0.6068 | backward_time : 0.5284 | optim_time : 0.0908 
Epoch 00012 | Loss 0.3679 | Accuracy 0.8960 | Time : 1.7505 | Loop_Time : 0.4415 | Model_Time : 1.3088 | x_y_time : 0.0013 | pred_time : 0.6056 | backward_time : 0.5277 | optim_time : 0.0888 
Epoch 00013 | Loss 0.3677 | Accuracy 0.8984 | Time : 1.7492 | Loop_Time : 0.4400 | Model_Time : 1.3090 | x_y_time : 0.0013 | pred_time : 0.6054 | backward_time : 0.5280 | optim_time : 0.0896 
Epoch 00014 | Loss 0.3584 | Accuracy 0.8997 | Time : 1.7475 | Loop_Time : 0.4388 | Model_Time : 1.3086 | x_y_time : 0.0013 | pred_time : 0.6053 | backward_time : 0.5276 | optim_time : 0.0885 
Epoch 00015 | Loss 0.3682 | Accuracy 0.8890 | Time : 1.8614 | Loop_Time : 0.5562 | Model_Time : 1.3051 | x_y_time : 0.0013 | pred_time : 0.6042 | backward_time : 0.5254 | optim_time : 0.0897 
Epoch 00016 | Loss 0.3762 | Accuracy 0.8986 | Time : 1.7505 | Loop_Time : 0.4417 | Model_Time : 1.3087 | x_y_time : 0.0013 | pred_time : 0.6056 | backward_time : 0.5280 | optim_time : 0.0885 
Epoch 00017 | Loss 0.3492 | Accuracy 0.9010 | Time : 1.7478 | Loop_Time : 0.4395 | Model_Time : 1.3082 | x_y_time : 0.0013 | pred_time : 0.6048 | backward_time : 0.5273 | optim_time : 0.0859 
Epoch 00018 | Loss 0.3446 | Accuracy 0.9009 | Time : 1.7572 | Loop_Time : 0.4463 | Model_Time : 1.3107 | x_y_time : 0.0013 | pred_time : 0.6075 | backward_time : 0.5265 | optim_time : 0.0876 
Epoch 00019 | Loss 0.3406 | Accuracy 0.9018 | Time : 1.7522 | Loop_Time : 0.4425 | Model_Time : 1.3096 | x_y_time : 0.0013 | pred_time : 0.6064 | backward_time : 0.5276 | optim_time : 0.0887 
