Dataset = ogbn-products, batch_size = 1024
Layer_1 14020 | Layer_2 60395 | Layer_3 128712
Epoch 00000 | Loss 1.2282 | Accuracy 0.8614 | Time : 4.0982 | Loop_Time : 0.9342 | Model_Time : 3.1637 | x_y_time : 0.0062 | pred_time : 1.9221 | backward_time : 0.9798 | optim_time : 0.1903 
Epoch 00001 | Loss 0.5715 | Accuracy 0.8779 | Time : 3.1120 | Loop_Time : 0.8753 | Model_Time : 2.2364 | x_y_time : 0.0031 | pred_time : 0.9881 | backward_time : 0.9937 | optim_time : 0.1912 
Epoch 00002 | Loss 0.4801 | Accuracy 0.8853 | Time : 3.1145 | Loop_Time : 0.8727 | Model_Time : 2.2416 | x_y_time : 0.0030 | pred_time : 0.9920 | backward_time : 0.9936 | optim_time : 0.1927 
Epoch 00003 | Loss 0.4375 | Accuracy 0.8893 | Time : 3.1261 | Loop_Time : 0.8846 | Model_Time : 2.2412 | x_y_time : 0.0031 | pred_time : 0.9924 | backward_time : 0.9920 | optim_time : 0.1947 
Epoch 00004 | Loss 0.4132 | Accuracy 0.8923 | Time : 3.1237 | Loop_Time : 0.8837 | Model_Time : 2.2397 | x_y_time : 0.0031 | pred_time : 0.9912 | backward_time : 0.9921 | optim_time : 0.1964 
Epoch 00005 | Loss 0.3946 | Accuracy 0.8957 | Time : 3.1094 | Loop_Time : 0.8737 | Model_Time : 2.2354 | x_y_time : 0.0030 | pred_time : 0.9878 | backward_time : 0.9920 | optim_time : 0.1912 
Epoch 00006 | Loss 0.3797 | Accuracy 0.8970 | Time : 3.1087 | Loop_Time : 0.8720 | Model_Time : 2.2364 | x_y_time : 0.0030 | pred_time : 0.9890 | backward_time : 0.9917 | optim_time : 0.1900 
Epoch 00007 | Loss 0.3707 | Accuracy 0.8969 | Time : 3.1160 | Loop_Time : 0.8781 | Model_Time : 2.2376 | x_y_time : 0.0031 | pred_time : 0.9893 | backward_time : 0.9917 | optim_time : 0.1951 
Epoch 00008 | Loss 0.3687 | Accuracy 0.8989 | Time : 3.1216 | Loop_Time : 0.8816 | Model_Time : 2.2397 | x_y_time : 0.0031 | pred_time : 0.9920 | backward_time : 0.9915 | optim_time : 0.1936 
Epoch 00009 | Loss 0.3583 | Accuracy 0.8993 | Time : 3.0792 | Loop_Time : 0.8510 | Model_Time : 2.2279 | x_y_time : 0.0029 | pred_time : 0.9822 | backward_time : 0.9899 | optim_time : 0.1861 
Epoch 00010 | Loss 0.3537 | Accuracy 0.9018 | Time : 3.0824 | Loop_Time : 0.8545 | Model_Time : 2.2276 | x_y_time : 0.0029 | pred_time : 0.9823 | backward_time : 0.9896 | optim_time : 0.1856 
Epoch 00011 | Loss 0.3465 | Accuracy 0.9007 | Time : 3.2249 | Loop_Time : 0.9880 | Model_Time : 2.2367 | x_y_time : 0.0030 | pred_time : 0.9860 | backward_time : 0.9951 | optim_time : 0.1913 
Epoch 00012 | Loss 0.3413 | Accuracy 0.9018 | Time : 3.0975 | Loop_Time : 0.8631 | Model_Time : 2.2342 | x_y_time : 0.0030 | pred_time : 0.9837 | backward_time : 0.9951 | optim_time : 0.1917 
Epoch 00013 | Loss 0.3417 | Accuracy 0.8985 | Time : 3.0838 | Loop_Time : 0.8539 | Model_Time : 2.2296 | x_y_time : 0.0029 | pred_time : 0.9804 | backward_time : 0.9939 | optim_time : 0.1854 
Epoch 00014 | Loss 0.3411 | Accuracy 0.9028 | Time : 3.0771 | Loop_Time : 0.8477 | Model_Time : 2.2291 | x_y_time : 0.0029 | pred_time : 0.9800 | backward_time : 0.9938 | optim_time : 0.1861 
Epoch 00015 | Loss 0.3400 | Accuracy 0.8953 | Time : 3.0874 | Loop_Time : 0.8566 | Model_Time : 2.2305 | x_y_time : 0.0030 | pred_time : 0.9816 | backward_time : 0.9938 | optim_time : 0.1873 
Epoch 00016 | Loss 0.3376 | Accuracy 0.9022 | Time : 3.0774 | Loop_Time : 0.8472 | Model_Time : 2.2299 | x_y_time : 0.0029 | pred_time : 0.9807 | backward_time : 0.9939 | optim_time : 0.1846 
Epoch 00017 | Loss 0.3293 | Accuracy 0.9030 | Time : 3.1137 | Loop_Time : 0.8744 | Model_Time : 2.2390 | x_y_time : 0.0030 | pred_time : 0.9879 | backward_time : 0.9952 | optim_time : 0.1912 
Epoch 00018 | Loss 0.3275 | Accuracy 0.9046 | Time : 3.0880 | Loop_Time : 0.8547 | Model_Time : 2.2331 | x_y_time : 0.0029 | pred_time : 0.9837 | backward_time : 0.9937 | optim_time : 0.1849 
Epoch 00019 | Loss 0.3278 | Accuracy 0.9054 | Time : 3.1142 | Loop_Time : 0.8750 | Model_Time : 2.2389 | x_y_time : 0.0030 | pred_time : 0.9885 | backward_time : 0.9951 | optim_time : 0.1934 
Epoch 00020 | Loss 0.3221 | Accuracy 0.9057 | Time : 3.0798 | Loop_Time : 0.8484 | Model_Time : 2.2311 | x_y_time : 0.0029 | pred_time : 0.9811 | backward_time : 0.9949 | optim_time : 0.1893 
Epoch 00021 | Loss 0.3228 | Accuracy 0.9044 | Time : 3.0819 | Loop_Time : 0.8521 | Model_Time : 2.2295 | x_y_time : 0.0029 | pred_time : 0.9809 | backward_time : 0.9936 | optim_time : 0.1884 
Epoch 00022 | Loss 0.3193 | Accuracy 0.9039 | Time : 3.1230 | Loop_Time : 0.8809 | Model_Time : 2.2418 | x_y_time : 0.0031 | pred_time : 0.9910 | backward_time : 0.9951 | optim_time : 0.1925 
Epoch 00023 | Loss 0.3176 | Accuracy 0.9054 | Time : 3.1136 | Loop_Time : 0.8744 | Model_Time : 2.2389 | x_y_time : 0.0031 | pred_time : 0.9877 | backward_time : 0.9956 | optim_time : 0.1912 
Epoch 00024 | Loss 0.3183 | Accuracy 0.8985 | Time : 3.1238 | Loop_Time : 0.8809 | Model_Time : 2.2426 | x_y_time : 0.0031 | pred_time : 0.9918 | backward_time : 0.9959 | optim_time : 0.1928 
Epoch 00025 | Loss 0.3213 | Accuracy 0.9061 | Time : 3.0786 | Loop_Time : 0.8485 | Model_Time : 2.2299 | x_y_time : 0.0029 | pred_time : 0.9805 | backward_time : 0.9941 | optim_time : 0.1850 
Epoch 00026 | Loss 0.3149 | Accuracy 0.9061 | Time : 3.0992 | Loop_Time : 0.8635 | Model_Time : 2.2354 | x_y_time : 0.0030 | pred_time : 0.9856 | backward_time : 0.9944 | optim_time : 0.1891 
