Dataset = ogbn-products, batch_size = 16384
Layer_1 71602 | Layer_2 113002 | Layer_3 152921
Epoch 00000 | Loss 4.2319 | Accuracy 0.5813 | Time : 1.2873 | Loop_Time : 0.1265 | Model_Time : 1.1607 | x_y_time : 0.0004 | pred_time : 1.0310 | backward_time : 0.0992 | optim_time : 0.0118 
Epoch 00001 | Loss 1.9695 | Accuracy 0.6999 | Time : 0.3171 | Loop_Time : 0.0666 | Model_Time : 0.2505 | x_y_time : 0.0002 | pred_time : 0.1161 | backward_time : 0.1070 | optim_time : 0.0117 
Epoch 00002 | Loss 1.4977 | Accuracy 0.7445 | Time : 0.3154 | Loop_Time : 0.0652 | Model_Time : 0.2502 | x_y_time : 0.0002 | pred_time : 0.1160 | backward_time : 0.1068 | optim_time : 0.0106 
Epoch 00003 | Loss 1.2915 | Accuracy 0.7791 | Time : 0.3153 | Loop_Time : 0.0652 | Model_Time : 0.2501 | x_y_time : 0.0002 | pred_time : 0.1160 | backward_time : 0.1067 | optim_time : 0.0108 
Epoch 00004 | Loss 1.1138 | Accuracy 0.7941 | Time : 0.3149 | Loop_Time : 0.0647 | Model_Time : 0.2502 | x_y_time : 0.0002 | pred_time : 0.1160 | backward_time : 0.1068 | optim_time : 0.0114 
Epoch 00005 | Loss 1.0914 | Accuracy 0.8101 | Time : 0.3149 | Loop_Time : 0.0647 | Model_Time : 0.2502 | x_y_time : 0.0002 | pred_time : 0.1159 | backward_time : 0.1069 | optim_time : 0.0108 
Epoch 00006 | Loss 1.0120 | Accuracy 0.8164 | Time : 0.3156 | Loop_Time : 0.0651 | Model_Time : 0.2505 | x_y_time : 0.0002 | pred_time : 0.1159 | backward_time : 0.1069 | optim_time : 0.0113 
Epoch 00007 | Loss 1.0894 | Accuracy 0.8206 | Time : 0.3152 | Loop_Time : 0.0649 | Model_Time : 0.2503 | x_y_time : 0.0002 | pred_time : 0.1160 | backward_time : 0.1067 | optim_time : 0.0107 
Epoch 00008 | Loss 0.8806 | Accuracy 0.8294 | Time : 0.3155 | Loop_Time : 0.0651 | Model_Time : 0.2503 | x_y_time : 0.0002 | pred_time : 0.1159 | backward_time : 0.1069 | optim_time : 0.0113 
Epoch 00009 | Loss 0.8321 | Accuracy 0.8335 | Time : 0.3159 | Loop_Time : 0.0652 | Model_Time : 0.2506 | x_y_time : 0.0002 | pred_time : 0.1161 | backward_time : 0.1069 | optim_time : 0.0112 
Epoch 00010 | Loss 0.7987 | Accuracy 0.8373 | Time : 0.3154 | Loop_Time : 0.0650 | Model_Time : 0.2503 | x_y_time : 0.0002 | pred_time : 0.1159 | backward_time : 0.1069 | optim_time : 0.0106 
Epoch 00011 | Loss 0.7425 | Accuracy 0.8412 | Time : 0.3153 | Loop_Time : 0.0652 | Model_Time : 0.2501 | x_y_time : 0.0002 | pred_time : 0.1160 | backward_time : 0.1068 | optim_time : 0.0115 
Epoch 00012 | Loss 0.7963 | Accuracy 0.8445 | Time : 0.3148 | Loop_Time : 0.0647 | Model_Time : 0.2501 | x_y_time : 0.0002 | pred_time : 0.1160 | backward_time : 0.1068 | optim_time : 0.0109 
