Dataset = igb-small, batch_size = 65536
Layer_1 371318 | Layer_2 801708 | Layer_3 997136
Epoch 00000 | Loss 2.0618 | Accuracy 0.5581 | Time : 3.0305 | Loop_Time : 0.1818 | Model_Time : 2.8486 | x_y_time : 0.0003 | pred_time : 1.9410 | backward_time : 0.7256 | optim_time : 0.0100 
Epoch 00001 | Loss 1.3067 | Accuracy 0.6629 | Time : 2.1180 | Loop_Time : 0.1751 | Model_Time : 1.9428 | x_y_time : 0.0001 | pred_time : 1.0346 | backward_time : 0.7287 | optim_time : 0.0093 
Epoch 00002 | Loss 1.0655 | Accuracy 0.7016 | Time : 2.1163 | Loop_Time : 0.1737 | Model_Time : 1.9425 | x_y_time : 0.0001 | pred_time : 1.0347 | backward_time : 0.7290 | optim_time : 0.0089 
Epoch 00003 | Loss 0.9482 | Accuracy 0.7122 | Time : 2.1170 | Loop_Time : 0.1746 | Model_Time : 1.9423 | x_y_time : 0.0001 | pred_time : 1.0353 | backward_time : 0.7277 | optim_time : 0.0082 
Epoch 00004 | Loss 0.8917 | Accuracy 0.7187 | Time : 2.1208 | Loop_Time : 0.1744 | Model_Time : 1.9464 | x_y_time : 0.0001 | pred_time : 1.0368 | backward_time : 0.7291 | optim_time : 0.0091 
Epoch 00005 | Loss 0.8610 | Accuracy 0.7222 | Time : 2.1271 | Loop_Time : 0.1738 | Model_Time : 1.9533 | x_y_time : 0.0001 | pred_time : 1.0422 | backward_time : 0.7292 | optim_time : 0.0086 
Epoch 00006 | Loss 0.8422 | Accuracy 0.7257 | Time : 2.1188 | Loop_Time : 0.1735 | Model_Time : 1.9453 | x_y_time : 0.0001 | pred_time : 1.0361 | backward_time : 0.7278 | optim_time : 0.0092 
Epoch 00007 | Loss 0.8277 | Accuracy 0.7277 | Time : 2.1251 | Loop_Time : 0.1734 | Model_Time : 1.9516 | x_y_time : 0.0001 | pred_time : 1.0391 | backward_time : 0.7302 | optim_time : 0.0102 
Epoch 00008 | Loss 0.8142 | Accuracy 0.7289 | Time : 2.1324 | Loop_Time : 0.1735 | Model_Time : 1.9588 | x_y_time : 0.0001 | pred_time : 1.0453 | backward_time : 0.7317 | optim_time : 0.0105 
Epoch 00009 | Loss 0.8065 | Accuracy 0.7307 | Time : 2.1287 | Loop_Time : 0.1732 | Model_Time : 1.9555 | x_y_time : 0.0001 | pred_time : 1.0416 | backward_time : 0.7316 | optim_time : 0.0081 
Epoch 00010 | Loss 0.7970 | Accuracy 0.7324 | Time : 2.1283 | Loop_Time : 0.1742 | Model_Time : 1.9540 | x_y_time : 0.0001 | pred_time : 1.0415 | backward_time : 0.7302 | optim_time : 0.0089 
Epoch 00011 | Loss 0.7919 | Accuracy 0.7341 | Time : 2.1321 | Loop_Time : 0.1732 | Model_Time : 1.9589 | x_y_time : 0.0001 | pred_time : 1.0431 | backward_time : 0.7322 | optim_time : 0.0084 
Epoch 00012 | Loss 0.7841 | Accuracy 0.7350 | Time : 2.1315 | Loop_Time : 0.1736 | Model_Time : 1.9578 | x_y_time : 0.0001 | pred_time : 1.0431 | backward_time : 0.7317 | optim_time : 0.0093 
Epoch 00013 | Loss 0.7797 | Accuracy 0.7363 | Time : 2.1333 | Loop_Time : 0.1734 | Model_Time : 1.9598 | x_y_time : 0.0001 | pred_time : 1.0437 | backward_time : 0.7337 | optim_time : 0.0091 
Epoch 00014 | Loss 0.7750 | Accuracy 0.7372 | Time : 2.1341 | Loop_Time : 0.1734 | Model_Time : 1.9606 | x_y_time : 0.0002 | pred_time : 1.0447 | backward_time : 0.7331 | optim_time : 0.0092 
Epoch 00015 | Loss 0.7702 | Accuracy 0.7383 | Time : 2.1337 | Loop_Time : 0.1735 | Model_Time : 1.9602 | x_y_time : 0.0001 | pred_time : 1.0450 | backward_time : 0.7325 | optim_time : 0.0087 
Epoch 00016 | Loss 0.7668 | Accuracy 0.7388 | Time : 2.1347 | Loop_Time : 0.1732 | Model_Time : 1.9615 | x_y_time : 0.0001 | pred_time : 1.0454 | backward_time : 0.7330 | optim_time : 0.0085 
Epoch 00017 | Loss 0.7627 | Accuracy 0.7394 | Time : 2.1405 | Loop_Time : 0.1736 | Model_Time : 1.9669 | x_y_time : 0.0002 | pred_time : 1.0475 | backward_time : 0.7349 | optim_time : 0.0087 
Epoch 00018 | Loss 0.7571 | Accuracy 0.7398 | Time : 2.1396 | Loop_Time : 0.1738 | Model_Time : 1.9657 | x_y_time : 0.0001 | pred_time : 1.0479 | backward_time : 0.7328 | optim_time : 0.0088 
Epoch 00019 | Loss 0.7571 | Accuracy 0.7408 | Time : 2.1374 | Loop_Time : 0.1741 | Model_Time : 1.9633 | x_y_time : 0.0001 | pred_time : 1.0462 | backward_time : 0.7336 | optim_time : 0.0083 
Epoch 00020 | Loss 0.7536 | Accuracy 0.7417 | Time : 2.1407 | Loop_Time : 0.1735 | Model_Time : 1.9670 | x_y_time : 0.0001 | pred_time : 1.0487 | backward_time : 0.7343 | optim_time : 0.0099 
Epoch 00021 | Loss 0.7509 | Accuracy 0.7419 | Time : 2.1418 | Loop_Time : 0.1734 | Model_Time : 1.9683 | x_y_time : 0.0001 | pred_time : 1.0497 | backward_time : 0.7337 | optim_time : 0.0090 
Epoch 00022 | Loss 0.7491 | Accuracy 0.7425 | Time : 2.1402 | Loop_Time : 0.1739 | Model_Time : 1.9663 | x_y_time : 0.0002 | pred_time : 1.0473 | backward_time : 0.7348 | optim_time : 0.0092 
Epoch 00023 | Loss 0.7455 | Accuracy 0.7422 | Time : 2.1430 | Loop_Time : 0.1732 | Model_Time : 1.9697 | x_y_time : 0.0001 | pred_time : 1.0511 | backward_time : 0.7340 | optim_time : 0.0093 
Epoch 00024 | Loss 0.7451 | Accuracy 0.7427 | Time : 2.1437 | Loop_Time : 0.1739 | Model_Time : 1.9697 | x_y_time : 0.0002 | pred_time : 1.0497 | backward_time : 0.7353 | optim_time : 0.0088 
Epoch 00025 | Loss 0.7431 | Accuracy 0.7431 | Time : 2.1425 | Loop_Time : 0.1736 | Model_Time : 1.9688 | x_y_time : 0.0001 | pred_time : 1.0496 | backward_time : 0.7343 | optim_time : 0.0092 
Epoch 00026 | Loss 0.7418 | Accuracy 0.7429 | Time : 2.1430 | Loop_Time : 0.1741 | Model_Time : 1.9689 | x_y_time : 0.0001 | pred_time : 1.0489 | backward_time : 0.7356 | optim_time : 0.0092 
Epoch 00027 | Loss 0.7399 | Accuracy 0.7441 | Time : 2.1431 | Loop_Time : 0.1736 | Model_Time : 1.9695 | x_y_time : 0.0001 | pred_time : 1.0493 | backward_time : 0.7359 | optim_time : 0.0093 
Epoch 00028 | Loss 0.7398 | Accuracy 0.7440 | Time : 2.1478 | Loop_Time : 0.1727 | Model_Time : 1.9751 | x_y_time : 0.0001 | pred_time : 1.0536 | backward_time : 0.7365 | optim_time : 0.0096 
Epoch 00029 | Loss 0.7373 | Accuracy 0.7437 | Time : 2.1494 | Loop_Time : 0.1740 | Model_Time : 1.9753 | x_y_time : 0.0001 | pred_time : 1.0535 | backward_time : 0.7369 | optim_time : 0.0087 
Epoch 00030 | Loss 0.7359 | Accuracy 0.7446 | Time : 2.1452 | Loop_Time : 0.1735 | Model_Time : 1.9716 | x_y_time : 0.0001 | pred_time : 1.0509 | backward_time : 0.7361 | optim_time : 0.0089 
Epoch 00031 | Loss 0.7343 | Accuracy 0.7445 | Time : 2.1459 | Loop_Time : 0.1740 | Model_Time : 1.9718 | x_y_time : 0.0001 | pred_time : 1.0502 | backward_time : 0.7366 | optim_time : 0.0085 
